"time","T1.vbe","T2.vbe"
0,0,0
5.0000000000000004e-06,0,0
1.0000000000000001e-05,0,0
1.5000000000000002e-05,0,0
2.0000000000000002e-05,0,0
2.5000000000000001e-05,0,0
3.0000000000000004e-05,0,0
3.5000000000000004e-05,0,0
4.0000000000000003e-05,0,0
4.5000000000000003e-05,0,0
5.0000000000000002e-05,0,0
5.5000000000000002e-05,0,0
6.0000000000000008e-05,0,0
6.5000000000000008e-05,0,0
7.0000000000000007e-05,0,0
7.5000000000000007e-05,0,0
8.0000000000000007e-05,0,0
8.5000000000000006e-05,0,0
9.0000000000000006e-05,0,0
9.5000000000000005e-05,0,0
0.0001,0,0
0.000105,0,0
0.00011,0,0
0.000115,0,0
0.00012000000000000002,0,0
0.000125,0,0
0.00013000000000000002,0,0
0.000135,0,0
0.00014000000000000001,0,0
0.000145,0,0
0.00015000000000000001,0,0
0.000155,0,0
0.00016000000000000001,0,0
0.00016500000000000003,0,0
0.00017000000000000001,0,0
0.00017500000000000003,0,0
0.00018000000000000001,0,0
0.00018500000000000002,0,0
0.00019000000000000001,0,0
0.00019500000000000002,0,0
0.00020000000000000001,0,0
0.00020500000000000002,0,0
0.00021000000000000001,0,0
0.00021500000000000002,0,0
0.00022000000000000001,0,0
0.00022500000000000002,0,0
0.00023000000000000001,0,0
0.00023500000000000002,0,0
0.00024000000000000003,0,0
0.00024500000000000005,0,0
0.00025000000000000001,0,0
0.00025500000000000002,0,0
0.00026000000000000003,0,0
0.00026500000000000004,0,0
0.00027,0,0
0.00027500000000000002,0,0
0.00028000000000000003,0,0
0.00028500000000000004,0,0
0.00029,0,0
0.00029500000000000001,0,0
0.00030000000000000003,0,0
0.00030500000000000004,0,0
0.00031,0,0
0.00031500000000000001,0,0
0.00032000000000000003,0,0
0.00032500000000000004,0,0
0.00033000000000000005,0,0
0.00033500000000000001,0,0
0.00034000000000000002,0,0
0.00034500000000000004,0,0
0.00035000000000000005,0,0
0.00035500000000000001,0,0
0.00036000000000000002,0,0
0.00036500000000000004,0,0
0.00037000000000000005,0,0
0.00037500000000000001,0,0
0.00038000000000000002,0,0
0.00038500000000000003,0,0
0.00039000000000000005,0,0
0.00039500000000000001,0,0
0.00040000000000000002,0,0
0.00040500000000000003,0,0
0.00041000000000000005,0,0
0.00041500000000000006,0,0
0.00042000000000000002,0,0
0.00042500000000000003,0,0
0.00043000000000000004,0,0
0.00043500000000000006,0,0
0.00044000000000000002,0,0
0.00044500000000000003,0,0
0.00045000000000000004,0,0
0.00045500000000000006,0,0
0.00046000000000000001,0,0
0.00046500000000000003,0,0
0.00047000000000000004,0,0
0.00047500000000000005,0,0
0.00048000000000000007,0,0
0.00048500000000000003,0,0
0.00049000000000000009,0,0
0.000495,0,0
0.00050000000000000001,0,0
0.00050500000000000002,0.0030532623839554219,0.0031515405770790338
0.00051000000000000004,0.0067109827646775269,0.0070639430552673398
0.00051500000000000005,0.010345287949687823,0.011009403305299644
0.00052000000000000006,0.013971830319761097,0.014964325424094068
0.00052500000000000008,0.017596318137716033,0.018922527201942423
