"time","compositeStep.compositeStep11.transition.enableFire","compositeStep.compositeStep12.transition.enableFire","compositeStep.transition1.enableFire","compositeStep.transition2.enableFire","compositeStep.transition3.enableFire","compositeStep.transition4.enableFire","transition1.enableFire","transition2.enableFire","transition3.enableFire","transition4.enableFire"
0.284,0,0,0,0,0,0,1,0,0,0
0.288,0,0,0,0,0,0,1,0,0,0
0.292,0,0,0,0,0,0,1,0,0,0
0.296,0,0,0,0,0,0,1,0,0,0
0.3,0,0,0,0,0,0,1,0,0,0
0.304,0,0,0,0,0,0,1,0,0,0
0.308,0,0,0,0,0,0,1,0,0,0
0.312,0,0,0,0,0,0,1,0,0,0
0.316,0,0,0,0,0,0,1,0,0,0
0.32,0,0,0,0,0,0,1,0,0,0
0.324,0,0,0,0,0,0,1,0,0,0
0.328,0,0,0,0,0,0,1,0,0,0
0.332,0,0,0,0,0,0,1,0,0,0
0.336,0,0,0,0,0,0,1,0,0,0
0.34,0,0,0,0,0,0,1,0,0,0
0.344,0,0,0,0,0,0,1,0,0,0
0.348,0,0,0,0,0,0,1,0,0,0
0.352,0,0,0,0,0,0,1,0,0,0
0.356,0,0,0,0,0,0,1,0,0,0
0.36,0,0,0,0,0,0,1,0,0,0
0.364,0,0,0,0,0,0,1,0,0,0
0.368,0,0,0,0,0,0,1,0,0,0
0.372,0,0,0,0,0,0,1,0,0,0
0.376,0,0,0,0,0,0,1,0,0,0
0.38,0,0,0,0,0,0,1,0,0,0
0.384,0,0,0,0,0,0,1,0,0,0
0.388,0,0,0,0,0,0,1,0,0,0
0.392,0,0,0,0,0,0,1,0,0,0
0.396,0,0,0,0,0,0,1,0,0,0
0.4,0,0,0,0,0,0,1,0,0,0
0.404,0,0,0,0,0,0,1,0,0,0
0.408,0,0,0,0,0,0,1,0,0,0
0.412,0,0,0,0,0,0,1,0,0,0
0.416,0,0,0,0,0,0,1,0,0,0
0.42,0,0,0,0,0,0,1,0,0,0
0.424,0,0,0,0,0,0,1,0,0,0
0.428,0,0,0,0,0,0,1,0,0,0
0.432,0,0,0,0,0,0,1,0,0,0
0.436,0,0,0,0,0,0,1,0,0,0
0.44,0,0,0,0,0,0,1,0,0,0
0.444,0,0,0,0,0,0,1,0,0,0
0.448,0,0,0,0,0,0,1,0,0,0
0.452,0,0,0,0,0,0,1,0,0,0
0.456,0,0,0,0,0,0,1,0,0,0
0.46,0,0,0,0,0,0,1,0,0,0
0.464,0,0,0,0,0,0,1,0,0,0
0.468,0,0,0,0,0,0,1,0,0,0
0.472,0,0,0,0,0,0,1,0,0,0
0.476,0,0,0,0,0,0,1,0,0,0
0.48,0,0,0,0,0,0,1,0,0,0
0.484,0,0,0,0,0,0,1,0,0,0
0.488,0,0,0,0,0,0,1,0,0,0
0.492,0,0,0,0,0,0,1,0,0,0
0.496,0,0,0,0,0,0,1,0,0,0
0.5,0,0,0,0,0,0,1,0,0,0
0.504,0,0,0,0,0,0,1,0,0,0
0.508,0,0,0,0,0,0,1,0,0,0
0.512,0,0,0,0,0,0,1,0,0,0
0.516,0,0,0,0,0,0,1,0,0,0
0.52,0,0,0,0,0,0,1,0,0,0
0.524,0,0,0,0,0,0,1,0,0,0
0.528,0,0,0,0,0,0,1,0,0,0
0.532,0,0,0,0,0,0,1,0,0,0
0.536,0,0,0,0,0,0,1,0,0,0
0.54,0,0,0,0,0,0,1,0,0,0
0.544,0,0,0,0,0,0,1,0,0,0
0.548,0,0,0,0,0,0,1,0,0,0
0.552,0,0,0,0,0,0,1,0,0,0
0.556,0,0,0,0,0,0,1,0,0,0
0.56,0,0,0,0,0,0,1,0,0,0
0.564,0,0,0,0,0,0,1,0,0,0
0.568,0,0,0,0,0,0,1,0,0,0
0.572,0,0,0,0,0,0,1,0,0,0
0.576,0,0,0,0,0,0,1,0,0,0
0.58,0,0,0,0,0,0,1,0,0,0
0.584,0,0,0,0,0,0,1,0,0,0
0.588,0,0,0,0,0,0,1,0,0,0
0.592,0,0,0,0,0,0,1,0,0,0
0.596,0,0,0,0,0,0,1,0,0,0
0.6,0,0,0,0,0,0,1,0,0,0
0.604,0,0,0,0,0,0,1,0,0,0
0.608,0,0,0,0,0,0,1,0,0,0
0.612,0,0,0,0,0,0,1,0,0,0
0.616,0,0,0,0,0,0,1,0,0,0
0.62,0,0,0,0,0,0,1,0,0,0
0.624,0,0,0,0,0,0,1,0,0,0
0.628,0,0,0,0,0,0,1,0,0,0
0.632,0,0,0,0,0,0,1,0,0,0
0.636,0,0,0,0,0,0,1,0,0,0
0.64,0,0,0,0,0,0,1,0,0,0
0.644,0,0,0,0,0,0,1,0,0,0
0.648,0,0,0,0,0,0,1,0,0,0
0.652,0,0,0,0,0,0,1,0,0,0
0.656,0,0,0,0,0,0,1,0,0,0
0.66,0,0,0,0,0,0,1,0,0,0
0.664,0,0,0,0,0,0,1,0,0,0
0.668,0,0,0,0,0,0,1,0,0,0
0.672,0,0,0,0,0,0,1,0,0,0
0.676,0,0,0,0,0,0,1,0,0,0
0.68,0,0,0,0,0,0,1,0,0,0
0.684,0,0,0,0,0,0,1,0,0,0
0.688,0,0,0,0,0,0,1,0,0,0
0.692,0,0,0,0,0,0,1,0,0,0
0.696,0,0,0,0,0,0,1,0,0,0
0.7,0,0,0,0,0,0,1,0,0,0
0.704,0,0,0,0,0,0,1,0,0,0
0.708,0,0,0,0,0,0,1,0,0,0
0.712,0,0,0,0,0,0,1,0,0,0
0.716,0,0,0,0,0,0,1,0,0,0
0.72,0,0,0,0,0,0,1,0,0,0
0.724,0,0,0,0,0,0,1,0,0,0
0.728,0,0,0,0,0,0,1,0,0,0
0.732,0,0,0,0,0,0,1,0,0,0
0.736,0,0,0,0,0,0,1,0,0,0
0.74,0,0,0,0,0,0,1,0,0,0
0.744,0,0,0,0,0,0,1,0,0,0
0.748,0,0,0,0,0,0,1,0,0,0
0.752,0,0,0,0,0,0,1,0,0,0
0.756,0,0,0,0,0,0,1,0,0,0
0.76,0,0,0,0,0,0,1,0,0,0
0.764,0,0,0,0,0,0,1,0,0,0
0.768,0,0,0,0,0,0,1,0,0,0
0.772,0,0,0,0,0,0,1,0,0,0
0.776,0,0,0,0,0,0,1,0,0,0
0.78,0,0,0,0,0,0,1,0,0,0
0.784,0,0,0,0,0,0,1,0,0,0
0.788,0,0,0,0,0,0,1,0,0,0
0.792,0,0,0,0,0,0,1,0,0,0
0.796,0,0,0,0,0,0,1,0,0,0
0.8,0,0,0,0,0,0,1,0,0,0
0.804,0,0,0,0,0,0,1,0,0,0
0.808,0,0,0,0,0,0,1,0,0,0
0.812,0,0,0,0,0,0,1,0,0,0
0.816,0,0,0,0,0,0,1,0,0,0
0.82,0,0,0,0,0,0,1,0,0,0
0.824,0,0,0,0,0,0,1,0,0,0
0.828,0,0,0,0,0,0,1,0,0,0
0.832,0,0,0,0,0,0,1,0,0,0
0.836,0,0,0,0,0,0,1,0,0,0
0.84,0,0,0,0,0,0,1,0,0,0
0.844,0,0,0,0,0,0,1,0,0,0
0.848,0,0,0,0,0,0,1,0,0,0
0.852,0,0,0,0,0,0,1,0,0,0
0.856,0,0,0,0,0,0,1,0,0,0
0.86,0,0,0,0,0,0,1,0,0,0
0.864,0,0,0,0,0,0,1,0,0,0
0.868,0,0,0,0,0,0,1,0,0,0
0.872,0,0,0,0,0,0,1,0,0,0
0.876,0,0,0,0,0,0,1,0,0,0
0.88,0,0,0,0,0,0,1,0,0,0
0.884,0,0,0,0,0,0,1,0,0,0
0.888,0,0,0,0,0,0,1,0,0,0
0.892,0,0,0,0,0,0,1,0,0,0
0.896,0,0,0,0,0,0,1,0,0,0
0.9,0,0,0,0,0,0,1,0,0,0
0.904,0,0,0,0,0,0,1,0,0,0
0.908,0,0,0,0,0,0,1,0,0,0
0.912,0,0,0,0,0,0,1,0,0,0
0.916,0,0,0,0,0,0,1,0,0,0
0.92,0,0,0,0,0,0,1,0,0,0
0.924,0,0,0,0,0,0,1,0,0,0
0.928,0,0,0,0,0,0,1,0,0,0
0.932,0,0,0,0,0,0,1,0,0,0
0.936,0,0,0,0,0,0,1,0,0,0
0.94,0,0,0,0,0,0,1,0,0,0
0.944,0,0,0,0,0,0,1,0,0,0
0.948,0,0,0,0,0,0,1,0,0,0
0.952,0,0,0,0,0,0,1,0,0,0
0.956,0,0,0,0,0,0,1,0,0,0
0.96,0,0,0,0,0,0,1,0,0,0
0.964,0,0,0,0,0,0,1,0,0,0
0.968,0,0,0,0,0,0,1,0,0,0
0.972,0,0,0,0,0,0,1,0,0,0
0.976,0,0,0,0,0,0,1,0,0,0
0.98,0,0,0,0,0,0,1,0,0,0
0.984,0,0,0,0,0,0,1,0,0,0
0.988,0,0,0,0,0,0,1,0,0,0
0.992,0,0,0,0,0,0,1,0,0,0
0.996,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,1,0
1.004,0,0,0,0,0,0,0,0,1,0
1.008,0,0,0,0,0,0,0,0,1,0
1.012,0,0,0,0,0,0,0,0,1,0
1.016,0,0,0,0,0,0,0,0,1,0
1.02,0,0,0,0,0,0,0,0,1,0
1.024,0,0,0,0,0,0,0,0,1,0
1.028,0,0,0,0,0,0,0,0,1,0
1.032,0,0,0,0,0,0,0,0,1,0
1.036,0,0,0,0,0,0,0,0,1,0
1.04,0,0,0,0,0,0,0,0,1,0
1.044,0,0,0,0,0,0,0,0,1,0
1.048,0,0,0,0,0,0,0,0,1,0
1.052,0,0,0,0,0,0,0,0,1,0
1.056,0,0,0,0,0,0,0,0,1,0
1.06,0,0,0,0,0,0,0,0,1,0
1.064,0,0,0,0,0,0,0,0,1,0
1.068,0,0,0,0,0,0,0,0,1,0
1.072,0,0,0,0,0,0,0,0,1,0
1.076,0,0,0,0,0,0,0,0,1,0
1.08,0,0,0,0,0,0,0,0,1,0
1.084,0,0,0,0,0,0,0,0,1,0
1.088,0,0,0,0,0,0,0,0,1,0
1.092,0,0,0,0,0,0,0,0,1,0
1.096,0,0,0,0,0,0,0,0,1,0
1.1,0,0,0,0,0,0,0,0,1,0
1.104,0,0,0,0,0,0,0,0,1,0
1.108,0,0,0,0,0,0,0,0,1,0
1.112,0,0,0,0,0,0,0,0,1,0
1.116,0,0,0,0,0,0,0,0,1,0
1.12,0,0,0,0,0,0,0,0,1,0
1.124,0,0,0,0,0,0,0,0,1,0
1.128,0,0,0,0,0,0,0,0,1,0
1.132,0,0,0,0,0,0,0,0,1,0
1.136,0,0,0,0,0,0,0,0,1,0
1.14,0,0,0,0,0,0,0,0,1,0
1.144,0,0,0,0,0,0,0,0,1,0
1.148,0,0,0,0,0,0,0,0,1,0
1.152,0,0,0,0,0,0,0,0,1,0
1.156,0,0,0,0,0,0,0,0,1,0
1.16,0,0,0,0,0,0,0,0,1,0
1.164,0,0,0,0,0,0,0,0,1,0
1.168,0,0,0,0,0,0,0,0,1,0
1.172,0,0,0,0,0,0,0,0,1,0
1.176,0,0,0,0,0,0,0,0,1,0
1.18,0,0,0,0,0,0,0,0,1,0
1.184,0,0,0,0,0,0,0,0,1,0
1.188,0,0,0,0,0,0,0,0,1,0
1.192,0,0,0,0,0,0,0,0,1,0
1.196,0,0,0,0,0,0,0,0,1,0
1.2,0,0,0,0,0,0,0,0,1,0
1.204,0,0,0,0,0,0,0,0,1,0
1.208,0,0,0,0,0,0,0,0,1,0
1.212,0,0,0,0,0,0,0,0,1,0
1.216,0,0,0,0,0,0,0,0,1,0
1.22,0,0,0,0,0,0,0,0,1,0
1.224,0,0,0,0,0,0,0,0,1,0
1.228,0,0,0,0,0,0,0,0,1,0
1.232,0,0,0,0,0,0,0,0,1,0
1.236,0,0,0,0,0,0,0,0,1,0
1.24,0,0,0,0,0,0,0,0,1,0
1.244,0,0,0,0,0,0,0,0,1,0
1.248,0,0,0,0,0,0,0,0,1,0
1.252,0,0,0,0,0,0,0,0,1,0
1.256,0,0,0,0,0,0,0,0,1,0
1.26,0,0,0,0,0,0,0,0,1,0
1.264,0,0,0,0,0,0,0,0,1,0
1.268,0,0,0,0,0,0,0,0,1,0
1.272,0,0,0,0,0,0,0,0,1,0
1.276,0,0,0,0,0,0,0,0,1,0
1.28,0,0,0,0,0,0,0,0,1,0
1.284,0,0,0,0,0,0,0,0,1,0
1.288,0,0,0,0,0,0,0,0,1,0
1.292,0,0,0,0,0,0,0,0,1,0
1.296,0,0,0,0,0,0,0,0,1,0
1.3,0,0,0,0,0,0,0,0,1,0
1.304,0,0,0,0,0,0,0,0,1,0
1.308,0,0,0,0,0,0,0,0,1,0
1.312,0,0,0,0,0,0,0,0,1,0
1.316,0,0,0,0,0,0,0,0,1,0
1.32,0,0,0,0,0,0,0,0,1,0
1.324,0,0,0,0,0,0,0,0,1,0
1.328,0,0,0,0,0,0,0,0,1,0
1.332,0,0,0,0,0,0,0,0,1,0
1.336,0,0,0,0,0,0,0,0,1,0
1.34,0,0,0,0,0,0,0,0,1,0
1.344,0,0,0,0,0,0,0,0,1,0
1.348,0,0,0,0,0,0,0,0,1,0
1.352,0,0,0,0,0,0,0,0,1,0
1.356,0,0,0,0,0,0,0,0,1,0
1.36,0,0,0,0,0,0,0,0,1,0
1.364,0,0,0,0,0,0,0,0,1,0
1.368,0,0,0,0,0,0,0,0,1,0
1.372,0,0,0,0,0,0,0,0,1,0
1.376,0,0,0,0,0,0,0,0,1,0
1.38,0,0,0,0,0,0,0,0,1,0
1.384,0,0,0,0,0,0,0,0,1,0
1.388,0,0,0,0,0,0,0,0,1,0
1.392,0,0,0,0,0,0,0,0,1,0
1.396,0,0,0,0,0,0,0,0,1,0
1.4,0,0,0,0,0,0,0,0,1,0
1.404,0,0,0,0,0,0,0,0,1,0
1.408,0,0,0,0,0,0,0,0,1,0
1.412,0,0,0,0,0,0,0,0,1,0
1.416,0,0,0,0,0,0,0,0,1,0
1.42,0,0,0,0,0,0,0,0,1,0
1.424,0,0,0,0,0,0,0,0,1,0
1.428,0,0,0,0,0,0,0,0,1,0
1.432,0,0,0,0,0,0,0,0,1,0
1.436,0,0,0,0,0,0,0,0,1,0
1.44,0,0,0,0,0,0,0,0,1,0
1.444,0,0,0,0,0,0,0,0,1,0
1.448,0,0,0,0,0,0,0,0,1,0
1.452,0,0,0,0,0,0,0,0,1,0
1.456,0,0,0,0,0,0,0,0,1,0
1.46,0,0,0,0,0,0,0,0,1,0
1.464,0,0,0,0,0,0,0,0,1,0
1.468,0,0,0,0,0,0,0,0,1,0
1.472,0,0,0,0,0,0,0,0,1,0
1.476,0,0,0,0,0,0,0,0,1,0
1.48,0,0,0,0,0,0,0,0,1,0
1.484,0,0,0,0,0,0,0,0,1,0
1.488,0,0,0,0,0,0,0,0,1,0
1.492,0,0,0,0,0,0,0,0,1,0
1.496,0,0,0,0,0,0,0,0,1,0
1.5,0,0,0,0,0,0,0,0,1,0
1.504,0,0,0,0,0,0,0,0,1,0
1.508,0,0,0,0,0,0,0,0,1,0
1.512,0,0,0,0,0,0,0,0,1,0
1.516,0,0,0,0,0,0,0,0,1,0
1.52,0,0,0,0,0,0,0,0,1,0
1.524,0,0,0,0,0,0,0,0,1,0
1.528,0,0,0,0,0,0,0,0,1,0
1.532,0,0,0,0,0,0,0,0,1,0
1.536,0,0,0,0,0,0,0,0,1,0
1.54,0,0,0,0,0,0,0,0,1,0
1.544,0,0,0,0,0,0,0,0,1,0
1.548,0,0,0,0,0,0,0,0,1,0
1.552,0,0,0,0,0,0,0,0,1,0
1.556,0,0,0,0,0,0,0,0,1,0
1.56,0,0,0,0,0,0,0,0,1,0
1.564,0,0,0,0,0,0,0,0,1,0
1.568,0,0,0,0,0,0,0,0,1,0
1.572,0,0,0,0,0,0,0,0,1,0
1.576,0,0,0,0,0,0,0,0,1,0
1.58,0,0,0,0,0,0,0,0,1,0
1.584,0,0,0,0,0,0,0,0,1,0
1.588,0,0,0,0,0,0,0,0,1,0
1.592,0,0,0,0,0,0,0,0,1,0
1.596,0,0,0,0,0,0,0,0,1,0
1.6,0,0,0,0,0,0,0,0,1,0
1.604,0,0,0,0,0,0,0,0,1,0
1.608,0,0,0,0,0,0,0,0,1,0
1.612,0,0,0,0,0,0,0,0,1,0
1.616,0,0,0,0,0,0,0,0,1,0
1.62,0,0,0,0,0,0,0,0,1,0
1.624,0,0,0,0,0,0,0,0,1,0
1.628,0,0,0,0,0,0,0,0,1,0
1.632,0,0,0,0,0,0,0,0,1,0
1.636,0,0,0,0,0,0,0,0,1,0
1.64,0,0,0,0,0,0,0,0,1,0
1.644,0,0,0,0,0,0,0,0,1,0
1.648,0,0,0,0,0,0,0,0,1,0
1.652,0,0,0,0,0,0,0,0,1,0
1.656,0,0,0,0,0,0,0,0,1,0
1.66,0,0,0,0,0,0,0,0,1,0
1.664,0,0,0,0,0,0,0,0,1,0
1.668,0,0,0,0,0,0,0,0,1,0
1.672,0,0,0,0,0,0,0,0,1,0
1.676,0,0,0,0,0,0,0,0,1,0
1.68,0,0,0,0,0,0,0,0,1,0
1.684,0,0,0,0,0,0,0,0,1,0
1.688,0,0,0,0,0,0,0,0,1,0
1.692,0,0,0,0,0,0,0,0,1,0
1.696,0,0,0,0,0,0,0,0,1,0
1.7,0,0,0,0,0,0,0,0,1,0
1.704,0,0,0,0,0,0,0,0,1,0
1.708,0,0,0,0,0,0,0,0,1,0
1.712,0,0,0,0,0,0,0,0,1,0
1.716,0,0,0,0,0,0,0,0,1,0
1.72,0,0,0,0,0,0,0,0,1,0
1.724,0,0,0,0,0,0,0,0,1,0
1.728,0,0,0,0,0,0,0,0,1,0
1.732,0,0,0,0,0,0,0,0,1,0
1.736,0,0,0,0,0,0,0,0,1,0
1.74,0,0,0,0,0,0,0,0,1,0
1.744,0,0,0,0,0,0,0,0,1,0
1.748,0,0,0,0,0,0,0,0,1,0
1.752,0,0,0,0,0,0,0,0,1,0
1.756,0,0,0,0,0,0,0,0,1,0
1.76,0,0,0,0,0,0,0,0,1,0
1.764,0,0,0,0,0,0,0,0,1,0
1.768,0,0,0,0,0,0,0,0,1,0
1.772,0,0,0,0,0,0,0,0,1,0
1.776,0,0,0,0,0,0,0,0,1,0
1.78,0,0,0,0,0,0,0,0,1,0
1.784,0,0,0,0,0,0,0,0,1,0
1.788,0,0,0,0,0,0,0,0,1,0
1.792,0,0,0,0,0,0,0,0,1,0
1.796,0,0,0,0,0,0,0,0,1,0
1.8,0,0,0,0,0,0,0,0,1,0
1.804,0,0,0,0,0,0,0,0,1,0
1.808,0,0,0,0,0,0,0,0,1,0
1.812,0,0,0,0,0,0,0,0,1,0
1.816,0,0,0,0,0,0,0,0,1,0
1.82,0,0,0,0,0,0,0,0,1,0
1.824,0,0,0,0,0,0,0,0,1,0
1.828,0,0,0,0,0,0,0,0,1,0
1.832,0,0,0,0,0,0,0,0,1,0
1.836,0,0,0,0,0,0,0,0,1,0
1.84,0,0,0,0,0,0,0,0,1,0
1.844,0,0,0,0,0,0,0,0,1,0
1.848,0,0,0,0,0,0,0,0,1,0
1.852,0,0,0,0,0,0,0,0,1,0
1.856,0,0,0,0,0,0,0,0,1,0
1.86,0,0,0,0,0,0,0,0,1,0
1.864,0,0,0,0,0,0,0,0,1,0
1.868,0,0,0,0,0,0,0,0,1,0
1.872,0,0,0,0,0,0,0,0,1,0
1.876,0,0,0,0,0,0,0,0,1,0
1.88,0,0,0,0,0,0,0,0,1,0
1.884,0,0,0,0,0,0,0,0,1,0
1.888,0,0,0,0,0,0,0,0,1,0
1.892,0,0,0,0,0,0,0,0,1,0
1.896,0,0,0,0,0,0,0,0,1,0
1.9,0,0,0,0,0,0,0,0,1,0
1.904,0,0,0,0,0,0,0,0,1,0
1.908,0,0,0,0,0,0,0,0,1,0
1.912,0,0,0,0,0,0,0,0,1,0
1.916,0,0,0,0,0,0,0,0,1,0
1.92,0,0,0,0,0,0,0,0,1,0
1.924,0,0,0,0,0,0,0,0,1,0
1.928,0,0,0,0,0,0,0,0,1,0
1.932,0,0,0,0,0,0,0,0,1,0
1.936,0,0,0,0,0,0,0,0,1,0
1.94,0,0,0,0,0,0,0,0,1,0
1.944,0,0,0,0,0,0,0,0,1,0
1.948,0,0,0,0,0,0,0,0,1,0
1.952,0,0,0,0,0,0,0,0,1,0
1.956,0,0,0,0,0,0,0,0,1,0
1.96,0,0,0,0,0,0,0,0,1,0
1.964,0,0,0,0,0,0,0,0,1,0
1.968,0,0,0,0,0,0,0,0,1,0
1.972,0,0,0,0,0,0,0,0,1,0
1.976,0,0,0,0,0,0,0,0,1,0
1.98,0,0,0,0,0,0,0,0,1,0
1.984,0,0,0,0,0,0,0,0,1,0
1.988,0,0,0,0,0,0,0,0,1,0
1.992,0,0,0,0,0,0,0,0,1,0
1.996,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,0,0,0,1,0
2.004,0,0,0,0,0,0,0,0,1,0
2.008,0,0,0,0,0,0,0,0,1,0
2.012,0,0,0,0,0,0,0,0,1,0
2.016,0,0,0,0,0,0,0,0,1,0
2.02,0,0,0,0,0,0,0,0,1,0
2.024,0,0,0,0,0,0,0,0,1,0
2.028,0,0,0,0,0,0,0,0,1,0
2.032,0,0,0,0,0,0,0,0,1,0
2.036,0,0,0,0,0,0,0,0,1,0
2.04,0,0,0,0,0,0,0,0,1,0
2.044,0,0,0,0,0,0,0,0,1,0
2.048,0,0,0,0,0,0,0,0,1,0
2.052,0,0,0,0,0,0,0,0,1,0
2.056,0,0,0,0,0,0,0,0,1,0
2.06,0,0,0,0,0,0,0,0,1,0
2.064,0,0,0,0,0,0,0,0,1,0
2.068,0,0,0,0,0,0,0,0,1,0
2.072,0,0,0,0,0,0,0,0,1,0
2.076,0,0,0,0,0,0,0,0,1,0
2.08,0,0,0,0,0,0,0,0,1,0
2.084,0,0,0,0,0,0,0,0,1,0
2.088,0,0,0,0,0,0,0,0,1,0
2.092,0,0,0,0,0,0,0,0,1,0
2.096,0,0,0,0,0,0,0,0,1,0
2.1,0,0,0,0,0,0,0,0,1,0
2.104,0,0,0,0,0,0,0,0,1,0
2.108,0,0,0,0,0,0,0,0,1,0
2.112,0,0,0,0,0,0,0,0,1,0
2.116,0,0,0,0,0,0,0,0,1,0
2.12,0,0,0,0,0,0,0,0,1,0
2.124,0,0,0,0,0,0,0,0,1,0
2.128,0,0,0,0,0,0,0,0,1,0
2.132,0,0,0,0,0,0,0,0,1,0
2.136,0,0,0,0,0,0,0,0,1,0
2.14,0,0,0,0,0,0,0,0,1,0
2.144,0,0,0,0,0,0,0,0,1,0
2.148,0,0,0,0,0,0,0,0,1,0
2.152,0,0,0,0,0,0,0,0,1,0
2.156,0,0,0,0,0,0,0,0,1,0
2.16,0,0,0,0,0,0,0,0,1,0
2.164,0,0,0,0,0,0,0,0,1,0
2.168,0,0,0,0,0,0,0,0,1,0
2.172,0,0,0,0,0,0,0,0,1,0
2.176,0,0,0,0,0,0,0,0,1,0
2.18,0,0,0,0,0,0,0,0,1,0
2.184,0,0,0,0,0,0,0,0,1,0
2.188,0,0,0,0,0,0,0,0,1,0
2.192,0,0,0,0,0,0,0,0,1,0
2.196,0,0,0,0,0,0,0,0,1,0
2.2,0,0,0,0,0,0,0,0,1,0
2.204,0,0,0,0,0,0,0,0,1,0
2.208,0,0,0,0,0,0,0,0,1,0
2.212,0,0,0,0,0,0,0,0,1,0
2.216,0,0,0,0,0,0,0,0,1,0
2.22,0,0,0,0,0,0,0,0,1,0
2.224,0,0,0,0,0,0,0,0,1,0
2.228,0,0,0,0,0,0,0,0,1,0
2.232,0,0,0,0,0,0,0,0,1,0
2.236,0,0,0,0,0,0,0,0,1,0
2.24,0,0,0,0,0,0,0,0,1,0
2.244,0,0,0,0,0,0,0,0,1,0
2.248,0,0,0,0,0,0,0,0,1,0
2.252,0,0,0,0,0,0,0,0,1,0
2.256,0,0,0,0,0,0,0,0,1,0
2.26,0,0,0,0,0,0,0,0,1,0
2.264,0,0,0,0,0,0,0,0,1,0
2.268,0,0,0,0,0,0,0,0,1,0
2.272,0,0,0,0,0,0,0,0,1,0
2.276,0,0,0,0,0,0,0,0,1,0
