"time","Mux2x1.out"
1.74,1
1.743,1
1.746,1
1.749,1
1.752,1
1.755,1
1.758,1
1.761,1
1.764,1
1.767,1
1.77,1
1.773,1
1.776,1
1.779,1
1.782,1
1.785,1
1.788,1
1.791,1
1.794,1
1.797,1
1.8,1
1.803,1
1.806,1
1.809,1
1.812,1
1.815,1
1.818,1
1.821,1
1.824,1
1.827,1
1.83,1
1.833,1
1.836,1
1.839,1
1.842,1
1.845,1
1.848,1
1.851,1
1.854,1
1.857,1
1.86,1
1.863,1
1.866,1
1.869,1
1.872,1
1.875,1
1.878,1
1.881,1
1.884,1
1.887,1
1.89,1
1.893,1
1.896,1
1.899,1
1.902,1
1.905,1
1.908,1
1.911,1
1.914,1
1.917,1
1.92,1
1.923,1
1.926,1
1.929,1
1.932,1
1.935,1
1.938,1
1.941,1
1.944,1
1.947,1
1.95,1
1.953,1
1.956,1
1.959,1
1.962,1
1.965,1
1.968,1
1.971,1
1.974,1
1.977,1
1.98,1
1.983,1
1.986,1
1.989,1
1.992,1
1.995,1
1.998,1
2,1
2,4
2.001,4
2.004,4
2.007,4
2.01,4
2.013,4
2.016,4
2.019,4
2.022,4
2.025,4
2.028,4
2.031,4
2.034,4
2.037,4
2.04,4
2.043,4
2.046,4
2.049,4
2.052,4
2.055,4
2.058,4
2.061,4
2.064,4
2.067,4
2.07,4
2.073,4
2.076,4
2.079,4
2.082,4
2.085,4
2.088,4
2.091,4
2.094,4
2.097,4
2.1,4
2.103,4
2.106,4
2.109,4
2.112,4
2.115,4
2.118,4
2.121,4
2.124,4
2.127,4
2.13,4
2.133,4
2.136,4
2.139,4
2.142,4
2.145,4
2.148,4
2.151,4
2.154,4
2.157,4
2.16,4
2.163,4
2.166,4
2.169,4
2.172,4
2.175,4
2.178,4
2.181,4
2.184,4
2.187,4
2.19,4
2.193,4
2.196,4
2.199,4
2.202,4
2.205,4
2.208,4
2.211,4
2.214,4
2.217,4
2.22,4
2.223,4
2.226,4
2.229,4
2.232,4
2.235,4
2.238,4
2.241,4
2.244,4
2.247,4
2.25,4
2.253,4
2.256,4
2.259,4
2.262,4
2.265,4
2.268,4
2.271,4
2.274,4
2.277,4
2.28,4
2.283,4
2.286,4
2.289,4
2.292,4
2.295,4
2.298,4
2.301,4
2.304,4
2.307,4
2.31,4
2.313,4
2.316,4
2.319,4
2.322,4
2.325,4
2.328,4
2.331,4
2.334,4
2.337,4
2.34,4
2.343,4
2.346,4
2.349,4
2.352,4
2.355,4
2.358,4
2.361,4
2.364,4
2.367,4
2.37,4
2.373,4
2.376,4
2.379,4
2.382,4
2.385,4
2.388,4
2.391,4
2.394,4
2.397,4
2.4,4
2.403,4
2.406,4
2.409,4
2.412,4
2.415,4
2.418,4
2.421,4
2.424,4
2.427,4
2.43,4
2.433,4
2.436,4
2.439,4
2.442,4
2.445,4
2.448,4
2.451,4
2.454,4
2.457,4
2.46,4
2.463,4
2.466,4
2.469,4
2.472,4
2.475,4
2.478,4
2.481,4
2.484,4
2.487,4
2.49,4
2.493,4
2.496,4
2.499,4
2.502,4
2.505,4
2.508,4
2.511,4
2.514,4
2.517,4
2.52,4
2.523,4
2.526,4
2.529,4
2.532,4
2.535,4
2.538,4
2.541,4
2.544,4
2.547,4
2.55,4
2.553,4
2.556,4
2.559,4
2.562,4
2.565,4
2.568,4
2.571,4
2.574,4
2.577,4
2.58,4
2.583,4
2.586,4
2.589,4
2.592,4
2.595,4
2.598,4
2.601,4
2.604,4
2.607,4
2.61,4
2.613,4
2.616,4
2.619,4
2.622,4
2.625,4
2.628,4
2.631,4
2.634,4
2.637,4
2.64,4
2.643,4
2.646,4
2.649,4
2.652,4
2.655,4
2.658,4
2.661,4
2.664,4
2.667,4
2.67,4
2.673,4
2.676,4
2.679,4
2.682,4
2.685,4
2.688,4
2.691,4
2.694,4
2.697,4
2.7,4
2.703,4
2.706,4
2.709,4
2.712,4
2.715,4
2.718,4
2.721,4
2.724,4
2.727,4
2.73,4
2.733,4
2.736,4
2.739,4
2.742,4
2.745,4
2.748,4
2.751,4
2.754,4
2.757,4
2.76,4
2.763,4
2.766,4
2.769,4
2.772,4
2.775,4
2.778,4
2.781,4
2.784,4
2.787,4
2.79,4
2.793,4
2.796,4
2.799,4
2.802,4
2.805,4
2.808,4
2.811,4
2.814,4
2.817,4
2.82,4
2.823,4
2.826,4
2.829,4
2.832,4
2.835,4
2.838,4
2.841,4
2.844,4
2.847,4
2.85,4
2.853,4
2.856,4
2.859,4
2.862,4
2.865,4
2.868,4
2.871,4
2.874,4
2.877,4
2.88,4
2.883,4
2.886,4
2.889,4
2.892,4
2.895,4
2.898,4
2.901,4
2.904,4
2.907,4
2.91,4
2.913,4
2.916,4
2.919,4
2.922,4
2.925,4
2.928,4
2.931,4
2.934,4
2.937,4
2.94,4
2.943,4
2.946,4
2.949,4
2.952,4
2.955,4
2.958,4
2.961,4
2.964,4
2.967,4
2.97,4
2.973,4
2.976,4
2.979,4
2.982,4
2.985,4
2.988,4
2.991,4
2.994,4
2.997,4
3,4
3.003,4
3.006,4
3.009,4
3.012,4
3.015,4
3.018,4
3.021,4
3.024,4
3.027,4
3.03,4
3.033,4
3.036,4
3.039,4
3.042,4
3.045,4
3.048,4
3.051,4
3.054,4
3.057,4
3.06,4
3.063,4
3.066,4
3.069,4
3.072,4
3.075,4
3.078,4
3.081,4
3.084,4
3.087,4
3.09,4
3.093,4
3.096,4
3.099,4
3.102,4
3.105,4
3.108,4
3.111,4
3.114,4
3.117,4
3.12,4
3.123,4
3.126,4
3.129,4
3.132,4
3.135,4
3.138,4
3.141,4
3.144,4
3.147,4
3.15,4
3.153,4
3.156,4
3.159,4
3.162,4
3.165,4
3.168,4
3.171,4
3.174,4
3.177,4
3.18,4
3.183,4
3.186,4
3.189,4
3.192,4
3.195,4
3.198,4
3.201,4
3.204,4
3.207,4
3.21,4
3.213,4
3.216,4
3.219,4
3.222,4
3.225,4
3.228,4
3.231,4
3.234,4
3.237,4
3.24,4
3.243,4
3.246,4
3.249,4
3.252,4
3.255,4
3.258,4
3.261,4
3.264,4
3.267,4
3.27,4
3.273,4
3.276,4
3.279,4
3.282,4
3.285,4
3.288,4
3.291,4
3.294,4
3.297,4
3.3,4
3.303,4
3.306,4
3.309,4
3.312,4
3.315,4
3.318,4
3.321,4
3.324,4
3.327,4
3.33,4
3.333,4
3.336,4
3.339,4
3.342,4
3.345,4
3.348,4
3.351,4
3.354,4
3.357,4
3.36,4
3.363,4
3.366,4
3.369,4
3.372,4
3.375,4
3.378,4
3.381,4
3.384,4
3.387,4
3.39,4
3.393,4
3.396,4
3.399,4
3.402,4
3.405,4
3.408,4
3.411,4
3.414,4
3.417,4
3.42,4
3.423,4
3.426,4
3.429,4
3.432,4
3.435,4
3.438,4
3.441,4
3.444,4
3.447,4
3.45,4
3.453,4
3.456,4
3.459,4
3.462,4
3.465,4
3.468,4
3.471,4
3.474,4
3.477,4
3.48,4
3.483,4
3.486,4
3.489,4
3.492,4
3.495,4
3.498,4
3.501,4
3.504,4
3.507,4
3.51,4
3.513,4
3.516,4
3.519,4
3.522,4
3.525,4
3.528,4
3.531,4
3.534,4
3.537,4
3.54,4
3.543,4
3.546,4
3.549,4
3.552,4
3.555,4
3.558,4
3.561,4
3.564,4
3.567,4
3.57,4
3.573,4
3.576,4
3.579,4
3.582,4
3.585,4
3.588,4
3.591,4
3.594,4
3.597,4
3.6,4
3.603,4
3.606,4
3.609,4
3.612,4
3.615,4
3.618,4
3.621,4
3.624,4
3.627,4
3.63,4
3.633,4
3.636,4
3.639,4
3.642,4
3.645,4
3.648,4
3.651,4
3.654,4
3.657,4
3.66,4
3.663,4
3.666,4
3.669,4
3.672,4
3.675,4
3.678,4
3.681,4
3.684,4
3.687,4
3.69,4
3.693,4
3.696,4
3.699,4
3.702,4
3.705,4
3.708,4
3.711,4
3.714,4
3.717,4
3.72,4
3.723,4
3.726,4
3.729,4
3.732,4
3.735,4
3.738,4
3.741,4
3.744,4
3.747,4
3.75,4
3.753,4
3.756,4
3.759,4
3.762,4
3.765,4
3.768,4
3.771,4
3.774,4
3.777,4
3.78,4
3.783,4
3.786,4
3.789,4
3.792,4
3.795,4
3.798,4
3.801,4
3.804,4
3.807,4
3.81,4
3.813,4
3.816,4
3.819,4
3.822,4
3.825,4
3.828,4
3.831,4
3.834,4
3.837,4
3.84,4
3.843,4
3.846,4
3.849,4
3.852,4
3.855,4
3.858,4
3.861,4
3.864,4
3.867,4
3.87,4
3.873,4
3.876,4
3.879,4
3.882,4
3.885,4
3.888,4
3.891,4
3.894,4
3.897,4
3.9,4
3.903,4
3.906,4
3.909,4
3.912,4
3.915,4
3.918,4
3.921,4
3.924,4
3.927,4
3.93,4
3.933,4
3.936,4
3.939,4
3.942,4
3.945,4
3.948,4
3.951,4
3.954,4
3.957,4
3.96,4
3.963,4
3.966,4
3.969,4
3.972,4
3.975,4
3.978,4
3.981,4
3.984,4
3.987,4
3.99,4
3.993,4
3.996,4
3.999,4
4,4
4,2
4.002,2
4.005,2
4.008,2
4.011,2
4.014,2
4.017,2
4.02,2
4.023,2
4.026,2
4.029,2
4.032,2
4.035,2
4.038,2
4.041,2
4.044,2
4.047,2
4.05,2
4.053,2
4.056,2
4.059,2
4.062,2
4.065,2
4.068,2
4.071,2
4.074,2
4.077,2
4.08,2
4.083,2
4.086,2
4.089,2
4.092,2
4.095,2
4.098,2
4.101,2
4.104,2
4.107,2
4.11,2
4.113,2
4.116,2
4.119,2
4.122,2
4.125,2
4.128,2
4.131,2
4.134,2
4.137,2
4.14,2
4.143,2
4.146,2
4.149,2
4.152,2
4.155,2
4.158,2
4.161,2
4.164,2
4.167,2
4.17,2
4.173,2
4.176,2
4.179,2
4.182,2
4.185,2
4.188,2
4.191,2
4.194,2
4.197,2
4.2,2
4.203,2
4.206,2
4.209,2
4.212,2
4.215,2
4.218,2
4.221,2
4.224,2
4.227,2
4.23,2
4.233,2
4.236,2
4.239,2
4.242,2
4.245,2
4.248,2
4.251,2
4.254,2
4.257,2
4.26,2
4.263,2
4.266,2
4.269,2
4.272,2
4.275,2
4.278,2
4.281,2
4.284,2
4.287,2
4.29,2
4.293,2
4.296,2
4.299,2
4.302,2
4.305,2
4.308,2
4.311,2
4.314,2
4.317,2
4.32,2
4.323,2
4.326,2
4.329,2
4.332,2
4.335,2
4.338,2
4.341,2
4.344,2
4.347,2
4.35,2
4.353,2
4.356,2
4.359,2
4.362,2
4.365,2
4.368,2
4.371,2
4.374,2
4.377,2
4.38,2
4.383,2
4.386,2
4.389,2
4.392,2
4.395,2
4.398,2
4.401,2
4.404,2
4.407,2
4.41,2
4.413,2
4.416,2
4.419,2
4.422,2
4.425,2
4.428,2
4.431,2
4.434,2
4.437,2
4.44,2
4.443,2
4.446,2
4.449,2
4.452,2
4.455,2
4.458,2
4.461,2
4.464,2
4.467,2
4.47,2
4.473,2
4.476,2
4.479,2
4.482,2
4.485,2
4.488,2
4.491,2
4.494,2
4.497,2
4.5,2
4.503,2
4.506,2
4.509,2
4.512,2
4.515,2
4.518,2
4.521,2
4.524,2
4.527,2
4.53,2
4.533,2
4.536,2
4.539,2
4.542,2
4.545,2
4.548,2
4.551,2
4.554,2
4.557,2
4.56,2
4.563,2
4.566,2
4.569,2
4.572,2
4.575,2
4.578,2
4.581,2
4.584,2
4.587,2
4.59,2
4.593,2
4.596,2
4.599,2
4.602,2
4.605,2
4.608,2
4.611,2
4.614,2
4.617,2
4.62,2
4.623,2
4.626,2
4.629,2
4.632,2
4.635,2
4.638,2
4.641,2
4.644,2
4.647,2
4.65,2
4.653,2
4.656,2
4.659,2
4.662,2
4.665,2
4.668,2
4.671,2
4.674,2
4.677,2
4.68,2
4.683,2
4.686,2
4.689,2
4.692,2
4.695,2
4.698,2
4.701,2
4.704,2
4.707,2
4.71,2
4.713,2
4.716,2
4.719,2
4.722,2
4.725,2
4.728,2
4.731,2
4.734,2
4.737,2
4.74,2
4.743,2
4.746,2
4.749,2
4.752,2
4.755,2
4.758,2
4.761,2
4.764,2
4.767,2
4.77,2
4.773,2
4.776,2
4.779,2
4.782,2
4.785,2
4.788,2
4.791,2
4.794,2
4.797,2
4.8,2
4.803,2
4.806,2
4.809,2
4.812,2
4.815,2
4.818,2
4.821,2
4.824,2
4.827,2
4.83,2
4.833,2
4.836,2
4.839,2
4.842,2
4.845,2
4.848,2
4.851,2
4.854,2
4.857,2
4.86,2
4.863,2
4.866,2
4.869,2
4.872,2
4.875,2
4.878,2
4.881,2
4.884,2
4.887,2
4.89,2
4.893,2
4.896,2
4.899,2
4.902,2
4.905,2
4.908,2
4.911,2
4.914,2
4.917,2
4.92,2
4.923,2
4.926,2
4.929,2
4.932,2
4.935,2
4.938,2
4.941,2
4.944,2
4.947,2
4.95,2
4.953,2
4.956,2
4.959,2
4.962,2
4.965,2
4.968,2
4.971,2
4.974,2
4.977,2
4.98,2
4.983,2
4.986,2
4.989,2
4.992,2
4.995,2
4.998,2
5.001,2
5.004,2
5.007,2
5.01,2
5.013,2
5.016,2
5.019,2
5.022,2
5.025,2
5.028,2
5.031,2
5.034,2
5.037,2
5.04,2
5.043,2
5.046,2
5.049,2
5.052,2
5.055,2
5.058,2
5.061,2
5.064,2
5.067,2
5.07,2
5.073,2
5.076,2
5.079,2
5.082,2
5.085,2
5.088,2
5.091,2
5.094,2
5.097,2
5.1,2
5.103,2
5.106,2
5.109,2
5.112,2
5.115,2
5.118,2
5.121,2
5.124,2
5.127,2
5.13,2
5.133,2
5.136,2
5.139,2
5.142,2
5.145,2
5.148,2
5.151,2
5.154,2
5.157,2
5.16,2
5.163,2
5.166,2
5.169,2
5.172,2
5.175,2
5.178,2
5.181,2
5.184,2
5.187,2
5.19,2
5.193,2
5.196,2
5.199,2
5.202,2
5.205,2
5.208,2
5.211,2
5.214,2
5.217,2
5.22,2
5.223,2
5.226,2
5.229,2
5.232,2
5.235,2
5.238,2
5.241,2
5.244,2
5.247,2
5.25,2
5.253,2
5.256,2
5.259,2
5.262,2
5.265,2
5.268,2
5.271,2
5.274,2
5.277,2
5.28,2
5.283,2
5.286,2
5.289,2
5.292,2
5.295,2
5.298,2
5.301,2
5.304,2
5.307,2
5.31,2
5.313,2
5.316,2
5.319,2
5.322,2
5.325,2
5.328,2
5.331,2
5.334,2
5.337,2
5.34,2
5.343,2
5.346,2
5.349,2
5.352,2
5.355,2
5.358,2
5.361,2
5.364,2
5.367,2
5.37,2
5.373,2
5.376,2
5.379,2
5.382,2
5.385,2
5.388,2
5.391,2
5.394,2
5.397,2
5.4,2
5.403,2
5.406,2
5.409,2
5.412,2
5.415,2
5.418,2
5.421,2
5.424,2
5.427,2
5.43,2
5.433,2
5.436,2
5.439,2
5.442,2
5.445,2
5.448,2
5.451,2
5.454,2
5.457,2
5.46,2
5.463,2
5.466,2
5.469,2
5.472,2
5.475,2
5.478,2
5.481,2
5.484,2
5.487,2
5.49,2
5.493,2
5.496,2
5.499,2
5.502,2
5.505,2
5.508,2
5.511,2
5.514,2
5.517,2
5.52,2
5.523,2
5.526,2
5.529,2
5.532,2
5.535,2
5.538,2
5.541,2
5.544,2
5.547,2
5.55,2
5.553,2
5.556,2
5.559,2
5.562,2
5.565,2
5.568,2
5.571,2
5.574,2
5.577,2
5.58,2
5.583,2
5.586,2
5.589,2
5.592,2
5.595,2
5.598,2
5.601,2
5.604,2
5.607,2
5.61,2
5.613,2
5.616,2
5.619,2
5.622,2
5.625,2
5.628,2
5.631,2
5.634,2
5.637,2
5.64,2
5.643,2
5.646,2
5.649,2
5.652,2
5.655,2
5.658,2
5.661,2
5.664,2
5.667,2
5.67,2
5.673,2
5.676,2
5.679,2
5.682,2
5.685,2
5.688,2
5.691,2
5.694,2
5.697,2
5.7,2
5.703,2
5.706,2
5.709,2
5.712,2
5.715,2
5.718,2
5.721,2
5.724,2
5.727,2
5.73,2
5.733,2
5.736,2
5.739,2
5.742,2
5.745,2
5.748,2
5.751,2
5.754,2
5.757,2
5.76,2
5.763,2
5.766,2
5.769,2
5.772,2
5.775,2
5.778,2
5.781,2
5.784,2
5.787,2
5.79,2
5.793,2
5.796,2
5.799,2
5.802,2
5.805,2
5.808,2
5.811,2
5.814,2
5.817,2
5.82,2
5.823,2
5.826,2
5.829,2
5.832,2
5.835,2
5.838,2
5.841,2
5.844,2
5.847,2
5.85,2
5.853,2
5.856,2
5.859,2
5.862,2
5.865,2
5.868,2
5.871,2
5.874,2
5.877,2
5.88,2
5.883,2
5.886,2
5.889,2
5.892,2
5.895,2
5.898,2
5.901,2
5.904,2
5.907,2
5.91,2
5.913,2
5.916,2
5.919,2
5.922,2
5.925,2
5.928,2
5.931,2
5.934,2
5.937,2
5.94,2
5.943,2
5.946,2
5.949,2
5.952,2
5.955,2
5.958,2
5.961,2
5.964,2
5.967,2
5.97,2
5.973,2
5.976,2
5.979,2
5.982,2
5.985,2
5.988,2
5.991,2
5.994,2
5.997,2
6,2
6,3
6.003,3
6.006,3
6.009,3
6.012,3
6.015,3
6.018,3
6.021,3
6.024,3
6.027,3
6.03,3
6.033,3
6.036,3
6.039,3
6.042,3
6.045,3
6.048,3
6.051,3
6.054,3
6.057,3
6.06,3
6.063,3
6.066,3
6.069,3
6.072,3
6.075,3
6.078,3
6.081,3
6.084,3
6.087,3
6.09,3
6.093,3
6.096,3
6.099,3
6.102,3
6.105,3
6.108,3
6.111,3
6.114,3
6.117,3
6.12,3
6.123,3
6.126,3
6.129,3
6.132,3
6.135,3
6.138,3
6.141,3
6.144,3
6.147,3
6.15,3
6.153,3
6.156,3
6.159,3
6.162,3
6.165,3
6.168,3
6.171,3
6.174,3
6.177,3
6.18,3
6.183,3
6.186,3
6.189,3
6.192,3
6.195,3
6.198,3
6.201,3
6.204,3
6.207,3
6.21,3
6.213,3
6.216,3
6.219,3
6.222,3
6.225,3
6.228,3
6.231,3
6.234,3
6.237,3
6.24,3
6.243,3
6.246,3
6.249,3
6.252,3
6.255,3
6.258,3
6.261,3
6.264,3
6.267,3
6.27,3
6.273,3
6.276,3
6.279,3
6.282,3
6.285,3
6.288,3
6.291,3
6.294,3
6.297,3
6.3,3
6.303,3
6.306,3
6.309,3
6.312,3
6.315,3
6.318,3
6.321,3
6.324,3
6.327,3
6.33,3
6.333,3
6.336,3
6.339,3
6.342,3
6.345,3
6.348,3
6.351,3
6.354,3
6.357,3
6.36,3
6.363,3
6.366,3
6.369,3
6.372,3
6.375,3
6.378,3
6.381,3
6.384,3
6.387,3
6.39,3
6.393,3
6.396,3
6.399,3
6.402,3
6.405,3
6.408,3
6.411,3
6.414,3
6.417,3
6.42,3
6.423,3
6.426,3
6.429,3
6.432,3
6.435,3
6.438,3
6.441,3
6.444,3
6.447,3
6.45,3
6.453,3
6.456,3
6.459,3
6.462,3
6.465,3
6.468,3
6.471,3
6.474,3
6.477,3
6.48,3
6.483,3
6.486,3
6.489,3
6.492,3
6.495,3
6.498,3
6.501,3
6.504,3
6.507,3
6.51,3
6.513,3
6.516,3
6.519,3
6.522,3
6.525,3
6.528,3
6.531,3
6.534,3
6.537,3
6.54,3
6.543,3
6.546,3
6.549,3
6.552,3
6.555,3
6.558,3
6.561,3
6.564,3
6.567,3
6.57,3
6.573,3
6.576,3
6.579,3
6.582,3
6.585,3
6.588,3
6.591,3
6.594,3
6.597,3
6.6,3
6.603,3
6.606,3
6.609,3
6.612,3
6.615,3
6.618,3
6.621,3
6.624,3
6.627,3
6.63,3
6.633,3
6.636,3
6.639,3
6.642,3
6.645,3
6.648,3
6.651,3
6.654,3
6.657,3
6.66,3
6.663,3
6.666,3
6.669,3
6.672,3
6.675,3
6.678,3
6.681,3
6.684,3
6.687,3
6.69,3
6.693,3
6.696,3
6.699,3
6.702,3
6.705,3
6.708,3
6.711,3
6.714,3
6.717,3
6.72,3
6.723,3
6.726,3
6.729,3
6.732,3
6.735,3
6.738,3
6.741,3
6.744,3
6.747,3
6.75,3
6.753,3
6.756,3
6.759,3
6.762,3
6.765,3
6.768,3
6.771,3
6.774,3
6.777,3
6.78,3
6.783,3
6.786,3
6.789,3
6.792,3
6.795,3
6.798,3
6.801,3
6.804,3
6.807,3
6.81,3
6.813,3
6.816,3
6.819,3
6.822,3
6.825,3
6.828,3
6.831,3
6.834,3
6.837,3
6.84,3
6.843,3
6.846,3
6.849,3
6.852,3
6.855,3
6.858,3
6.861,3
6.864,3
6.867,3
6.87,3
6.873,3
6.876,3
6.879,3
6.882,3
6.885,3
6.888,3
6.891,3
6.894,3
6.897,3
6.9,3
6.903,3
6.906,3
6.909,3
6.912,3
6.915,3
6.918,3
6.921,3
6.924,3
6.927,3
6.93,3
6.933,3
6.936,3
6.939,3
6.942,3
6.945,3
6.948,3
6.951,3
6.954,3
6.957,3
6.96,3
6.963,3
6.966,3
6.969,3
6.972,3
6.975,3
