"time","mp2.S.v"
0,4.99999995377908
4e-11,4.99999995377908
8e-11,4.99999995377908
1.2e-10,4.99999995377908
1.6e-10,4.99999995377908
2e-10,4.99999995377908
2.4e-10,4.99999995377908
2.8e-10,4.99999995377908
3.2e-10,4.99999995377908
3.6e-10,4.99999995377908
4e-10,4.99999995377908
4.4e-10,4.99999995377908
4.8e-10,4.99999995377908
5.2e-10,4.99999995377908
5.6e-10,4.99999995377908
6e-10,4.99999995377908
6.4e-10,4.99999995377908
6.8e-10,4.99999995377908
7.2e-10,4.99999995377908
7.6e-10,4.99999995377908
8e-10,4.99999995377908
8.4e-10,4.99999995377908
8.8e-10,4.99999995377908
9.2e-10,4.99999995377908
9.6e-10,4.99999995377908
1e-09,4.99999995377908
1.04e-09,4.99999995377908
1.08e-09,4.99999995377908
1.12e-09,4.99999995377908
1.16e-09,4.99999995377908
1.2e-09,4.99999995377908
1.24e-09,4.99999995377908
1.28e-09,4.99999995377908
1.32e-09,4.99999995377908
1.36e-09,4.99999995377908
1.4e-09,4.99999995377908
1.44e-09,4.99999995377908
1.48e-09,4.99999995377908
1.52e-09,4.99999995377908
1.56e-09,4.99999995377908
1.6e-09,4.99999995377908
1.64e-09,4.99999995377908
1.68e-09,4.99999995377908
1.72e-09,4.99999995377908
1.76e-09,4.99999995377908
1.8e-09,4.99999995377908
1.84e-09,4.99999995377908
1.88e-09,4.99999995377908
1.92e-09,4.99999995377908
1.96e-09,4.99999995377908
2e-09,4.99999995377908
2.04e-09,4.99999995377908
2.08e-09,4.99999995377908
2.12e-09,4.99999995377908
2.16e-09,4.99999995377908
2.2e-09,4.99999995377908
2.24e-09,4.99999995377908
2.28e-09,4.99999995377908
2.32e-09,4.99999995377908
2.36e-09,4.99999995377908
2.4e-09,4.99999995377908
2.44e-09,4.99999995377908
2.48e-09,4.99999995377908
2.52e-09,4.99999995377908
2.56e-09,4.99999995377908
2.6e-09,4.99999995377908
2.64e-09,4.99999995377908
2.68e-09,4.99999995377908
2.72e-09,4.99999995377908
2.76e-09,4.99999995377908
2.8e-09,4.99999995377908
2.84e-09,4.99999995377908
2.88e-09,4.99999995377908
2.92e-09,4.99999995377908
2.96e-09,4.99999995377908
3e-09,4.99999995377908
3.04e-09,4.99999995377908
3.08e-09,4.99999995377908
3.12e-09,4.99999995377908
3.16e-09,4.99999995377908
3.2e-09,4.99999995377908
3.24e-09,4.99999995377908
3.28e-09,4.99999995377908
3.32e-09,4.99999995377908
3.36e-09,4.99999995377908
3.4e-09,4.99999995377908
3.44e-09,4.99999995377908
3.48e-09,4.99999995377908
3.52e-09,4.99999995377908
3.56e-09,4.99999995377908
3.6e-09,4.99999995377908
3.64e-09,4.99999995377908
3.68e-09,4.99999995377908
3.72e-09,4.99999995377908
3.76e-09,4.99999995377908
3.8e-09,4.99999995377908
3.84e-09,4.99999995377908
3.88e-09,4.99999995377908
3.92e-09,4.99999995377908
3.96e-09,4.99999995377908
4e-09,4.99999995377908
4.04e-09,4.99999995377908
4.08e-09,4.99999995377908
4.12e-09,4.99999995377908
4.16e-09,4.99999995377908
4.2e-09,4.99999995377908
4.24e-09,4.99999995377908
4.28e-09,4.99999995377908
4.32e-09,4.99999995377908
4.36e-09,4.99999995377908
4.4e-09,4.99999995377908
4.44e-09,4.99999995377908
4.48e-09,4.99999995377908
4.52e-09,4.99999995377908
4.56e-09,4.99999995377908
4.6e-09,4.99999995377908
4.64e-09,4.99999995377908
4.68e-09,4.99999995377908
4.72e-09,4.99999995377908
4.76e-09,4.99999995377908
4.8e-09,4.99999995377908
4.84e-09,4.99999995377908
4.88e-09,4.99999995377908
4.92e-09,4.99999995377908
4.96e-09,4.99999995377908
5e-09,4.99999995377908
5.04e-09,4.99999995377908
5.08e-09,4.99999995377908
5.12e-09,4.99999995377908
5.16e-09,4.99999995377908
5.2e-09,4.99999995377908
5.24e-09,4.99999995377908
5.28e-09,4.99999995377908
5.32e-09,4.99999995377908
5.36e-09,4.99999995377908
5.4e-09,4.99999995377908
5.44e-09,4.99999995377908
5.48e-09,4.99999995377908
5.52e-09,4.99999995377908
5.56e-09,4.99999995377908
5.6e-09,4.99999995377908
5.64e-09,4.99999995377908
5.68e-09,4.99999995377908
5.72e-09,4.99999995377908
5.76e-09,4.99999995377908
5.8e-09,4.99999995377908
5.84e-09,4.99999995377908
5.88e-09,4.99999995377908
5.92e-09,4.99999995377908
5.96e-09,4.99999995377908
6e-09,4.99999995377908
6.04e-09,4.99999995377908
6.08e-09,4.99999995377908
6.12e-09,4.99999995377908
6.16e-09,4.99999995377908
6.2e-09,4.99999995377908
6.24e-09,4.99999995377908
6.28e-09,4.99999995377908
6.32e-09,4.99999995377908
6.36e-09,4.99999995377908
6.4e-09,4.99999995377908
6.44e-09,4.99999995377908
6.48e-09,4.99999995377908
6.52e-09,4.99999995377908
6.56e-09,4.99999995377908
6.6e-09,4.99999995377908
6.64e-09,4.99999995377908
6.68e-09,4.99999995377908
6.72e-09,4.99999995377908
6.76e-09,4.99999995377908
6.8e-09,4.99999995377908
6.84e-09,4.99999995377908
6.88e-09,4.99999995377908
6.92e-09,4.99999995377908
6.96e-09,4.99999995377908
7e-09,4.99999995377908
7.04e-09,4.99999995377908
7.08e-09,4.99999995377908
7.12e-09,4.99999995377908
7.16e-09,4.99999995377908
7.2e-09,4.99999995377908
7.24e-09,4.99999995377908
7.28e-09,4.99999995377908
7.32e-09,4.99999995377908
7.36e-09,4.99999995377908
7.4e-09,4.99999995377908
7.44e-09,4.99999995377908
7.48e-09,4.99999995377908
