"time","thd1.harmonic.mean1.x","thd1.harmonic.mean2.x","thd1.rootMeanSquare.mean.x","thdRMS.harmonic.mean1.x","thdRMS.harmonic.mean2.x","thdRMS.rootMeanSquare.mean.x"
0.01355,0,0,0,0,0,0
0.0136,0,0,0,0,0,0
0.01365,0,0,0,0,0,0
0.0137,0,0,0,0,0,0
0.01375,0,0,0,0,0,0
0.0138,0,0,0,0,0,0
0.01385,0,0,0,0,0,0
0.0139,0,0,0,0,0,0
0.01395,0,0,0,0,0,0
0.014,0,0,0,0,0,0
0.01405,0,0,0,0,0,0
0.0141,0,0,0,0,0,0
0.01415,0,0,0,0,0,0
0.0142,0,0,0,0,0,0
0.01425,0,0,0,0,0,0
0.0143,0,0,0,0,0,0
0.01435,0,0,0,0,0,0
0.0144,0,0,0,0,0,0
0.01445,0,0,0,0,0,0
0.0145,0,0,0,0,0,0
0.01455,0,0,0,0,0,0
0.0146,0,0,0,0,0,0
0.01465,0,0,0,0,0,0
0.0147,0,0,0,0,0,0
0.01475,0,0,0,0,0,0
0.0148,0,0,0,0,0,0
0.01485,0,0,0,0,0,0
0.0149,0,0,0,0,0,0
0.01495,0,0,0,0,0,0
0.015,0,0,0,0,0,0
0.01505,0,0,0,0,0,0
0.0151,0,0,0,0,0,0
0.01515,0,0,0,0,0,0
0.0152,0,0,0,0,0,0
0.01525,0,0,0,0,0,0
0.0153,0,0,0,0,0,0
0.01535,0,0,0,0,0,0
0.0154,0,0,0,0,0,0
0.01545,0,0,0,0,0,0
0.0155,0,0,0,0,0,0
0.01555,0,0,0,0,0,0
0.0156,0,0,0,0,0,0
0.01565,0,0,0,0,0,0
0.0157,0,0,0,0,0,0
0.01575,0,0,0,0,0,0
0.0158,0,0,0,0,0,0
0.01585,0,0,0,0,0,0
0.0159,0,0,0,0,0,0
0.01595,0,0,0,0,0,0
0.016,0,0,0,0,0,0
0.01605,0,0,0,0,0,0
0.0161,0,0,0,0,0,0
0.01615,0,0,0,0,0,0
0.0162,0,0,0,0,0,0
0.01625,0,0,0,0,0,0
0.0163,0,0,0,0,0,0
0.01635,0,0,0,0,0,0
0.0164,0,0,0,0,0,0
0.01645,0,0,0,0,0,0
0.0165,0,0,0,0,0,0
0.01655,0,0,0,0,0,0
0.0166,0,0,0,0,0,0
0.01665,0,0,0,0,0,0
0.0167,0,0,0,0,0,0
0.01675,0,0,0,0,0,0
0.0168,0,0,0,0,0,0
0.01685,0,0,0,0,0,0
0.0169,0,0,0,0,0,0
0.01695,0,0,0,0,0,0
0.017,0,0,0,0,0,0
0.01705,0,0,0,0,0,0
0.0171,0,0,0,0,0,0
0.01715,0,0,0,0,0,0
0.0172,0,0,0,0,0,0
0.01725,0,0,0,0,0,0
0.0173,0,0,0,0,0,0
0.01735,0,0,0,0,0,0
0.0174,0,0,0,0,0,0
0.01745,0,0,0,0,0,0
0.0175,0,0,0,0,0,0
0.01755,0,0,0,0,0,0
0.0176,0,0,0,0,0,0
0.01765,0,0,0,0,0,0
0.0177,0,0,0,0,0,0
0.01775,0,0,0,0,0,0
0.0178,0,0,0,0,0,0
0.01785,0,0,0,0,0,0
0.0179,0,0,0,0,0,0
0.01795,0,0,0,0,0,0
0.018,0,0,0,0,0,0
0.01805,0,0,0,0,0,0
0.0181,0,0,0,0,0,0
0.01815,0,0,0,0,0,0
0.0182,0,0,0,0,0,0
0.01825,0,0,0,0,0,0
0.0183,0,0,0,0,0,0
0.01835,0,0,0,0,0,0
0.0184,0,0,0,0,0,0
0.01845,0,0,0,0,0,0
0.0185,0,0,0,0,0,0
0.01855,0,0,0,0,0,0
0.0186,0,0,0,0,0,0
0.01865,0,0,0,0,0,0
0.0187,0,0,0,0,0,0
0.01875,0,0,0,0,0,0
0.0188,0,0,0,0,0,0
0.01885,0,0,0,0,0,0
0.0189,0,0,0,0,0,0
0.01895,0,0,0,0,0,0
0.019,0,0,0,0,0,0
0.01905,0,0,0,0,0,0
0.0191,0,0,0,0,0,0
0.01915,0,0,0,0,0,0
0.0192,0,0,0,0,0,0
0.01925,0,0,0,0,0,0
0.0193,0,0,0,0,0,0
0.01935,0,0,0,0,0,0
0.0194,0,0,0,0,0,0
0.01945,0,0,0,0,0,0
0.0195,0,0,0,0,0,0
0.01955,0,0,0,0,0,0
0.0196,0,0,0,0,0,0
0.01965,0,0,0,0,0,0
0.0197,0,0,0,0,0,0
0.01975,0,0,0,0,0,0
0.0198,0,0,0,0,0,0
0.01985,0,0,0,0,0,0
0.0199,0,0,0,0,0,0
0.01995,0,0,0,0,0,0
0.02,0,0,0,0,0,0
0.02005,0.000125646221692827,1.31597187060828e-06,0.00021053842840308,0.000125646221692827,1.31597187060828e-06,0.00021053842840308
0.0201,0.000502364397491292,1.05224636388314e-05,0.00168308511909443,0.000502364397491292,1.05224636388314e-05,0.00168308511909443
0.02015,0.00112950807428891,3.5490999836621e-05,0.00567474891858429,0.00112950807428891,3.5490999836621e-05,0.00567474891858429
0.0202,0.00200599438135523,8.40541653340518e-05,0.0134327035555735,0.00200599438135523,8.40541653340518e-05,0.0134327035555735
0.02025,0.0031303122516555,0.000163986398650131,0.0261892893260544,0.0031303122516555,0.000163986398650131,0.0261892893260544
0.0203,0.00450052683800593,0.000282984995907595,0.0451572117134006,0.00450052683800593,0.000282984995907595,0.0451572117134006
0.02035,0.00611428351664286,0.000448651159466059,0.0715247835793213,0.00611428351664286,0.000448651159466059,0.0715247835793213
0.0204,0.00796881416994,0.000668471484183051,0.106451332324315,0.00796881416994,0.000668471484183051,0.106451332324315
0.02045,0.0100609451120888,0.000949800044444137,0.15106282256883,0.0100609451120888,0.000949800044444137,0.15106282256883
0.0205,0.0123871054885152,0.00129984071004641,0.206447593672436,0.0123871054885152,0.00129984071004641,0.206447593672436
0.02055,0.0149433364367372,0.00172562991607517,0.273652280130203,0.0149433364367372,0.00172562991607517,0.273652280130203
0.0206,0.0177253015101411,0.00223402004918328,0.353677968103328,0.0177253015101411,0.00223402004918328,0.353677968103328
0.02065,0.0207282982571504,0.00283166348684219,0.447476602402329,0.0207282982571504,0.00283166348684219,0.447476602402329
0.0207,0.0239472706428139,0.00352499728134274,0.555947643021156,0.0239472706428139,0.00352499728134274,0.555947643021156
0.02075,0.0273768222438966,0.00432022853611067,0.67993498619806,0.0273768222438966,0.00432022853611067,0.67993498619806
0.0208,0.0310112302967478,0.00522332054935763,0.82022417292729,0.0310112302967478,0.00522332054935763,0.82022417292729
0.02085,0.0348444605888224,0.00623997977540831,0.977539899502432,0.0348444605888224,0.00623997977540831,0.977539899502432
0.0209,0.0388701830938712,0.00737564363319293,1.15254383721073,0.0388701830938712,0.00737564363319293,1.15254383721073
0.02095,0.0430817882696328,0.00863546919591734,1.34583276867144,0.0430817882696328,0.00863546919591734,1.34583276867144
0.021,0.0474724039796853,0.0100243228038789,1.55793704981598,0.0474724039796853,0.0100243228038789,1.55793704981598
0.02105,0.0520349129767012,0.0115467706005741,1.78931939140561,0.0520349129767012,0.0115467706005741,1.78931939140561
0.0211,0.0567619709339712,0.01320707009348,2.04037398872008,0.0567619709339712,0.01320707009348,2.04037398872008
0.02115,0.0616460249057282,0.0150091626879488,2.31142597349912,0.0616460249057282,0.0150091626879488,2.31142597349912
0.0212,0.0666793321765269,0.0169566672494914,2.60273119933918,0.0666793321765269,0.0169566672494914,2.60273119933918
0.02125,0.0718539794355896,0.019052874705163,2.91447635520734,0.0718539794355896,0.019052874705163,2.91447635520734
0.0213,0.0771619022134585,0.0213007436969005,3.24677940201259,0.0771619022134585,0.0213007436969005,3.24677940201259
0.02135,0.0825949045142478,0.0237028972950453,3.59969032509088,0.0825949045142478,0.0237028972950453,3.59969032509088
0.0214,0.0881446785768375,0.0262616207765008,3.97319219371214,0.0881446785768375,0.0262616207765008,3.97319219371214
0.02145,0.0938028246999513,0.0289788604684077,4.36720251712319,0.0938028246999513,0.0289788604684077,4.36720251712319
0.0215,0.099560871066334,0.0318562236542792,4.78157488502662,0.099560871066334,0.0318562236542792,4.78157488502662
0.02155,0.10541029350023,0.034894979540115,5.2161008799669,0.10541029350023,0.034894979540115,5.2161008799669
0.0216,0.11134253509406,0.0380960612558051,5.67051224301384,0.11134253509406,0.0380960612558051,5.67051224301384
0.02165,0.117349025643696,0.0414600688792825,6.14448327760945,0.117349025643696,0.0414600688792825,6.14448327760945
0.0217,0.123421200822191,0.0449872734988118,6.63763348177998,0.123421200822191,0.0449872734988118,6.63763348177998
0.02175,0.129550521037848,0.0486776222414948,7.14953037820176,0.129550521037848,0.0486776222414948,7.14953037820176
0.0218,0.135728489913996,0.0525307442703093,7.67969252978958,0.135728489913996,0.0525307442703093,7.67969252978958
0.02185,0.141946672332975,0.0565459577143928,8.22759271920962,0.141946672332975,0.0565459577143928,8.22759271920962
0.0219,0.148196711988421,0.0607222774998174,8.79266127164674,0.148196711988421,0.0607222774998174,8.79266127164674
0.02195,0.15447034839212,0.065058424044897,9.37428949973181,0.15447034839212,0.065058424044897,9.37428949973181
0.022,0.160759433138508,0.0695528329592556,9.97183326757698,0.160759433138508,0.0695528329592556,9.97183326757698
0.02205,0.167055945502646,0.0742036655715281,10.5846166420193,0.167055945502646,0.0742036655715281,10.5846166420193
0.0221,0.173352008019195,0.0790088191918032,11.2119354684181,0.173352008019195,0.0790088191918032,11.2119354684181
0.02215,0.179639901971322,0.0839659376706911,11.8530610081036,0.179639901971322,0.0839659376706911,11.8530610081036
0.0222,0.185912077069922,0.0890724281313908,12.5072440553379,0.185912077069922,0.0890724281313908,12.5072440553379
0.02225,0.192161169762361,0.094325468213113,13.1737182567298,0.192161169762361,0.094325468213113,13.1737182567298
0.0223,0.198380009157254,0.0997220248916718,13.8517040341518,0.198380009157254,0.0997220248916718,13.8517040341518
0.02235,0.204561634432726,0.105258863652892,14.5404122398622,0.204561634432726,0.105258863652892,14.5404122398622
0.0224,0.210699297616096,0.110932568074792,15.239047667251,0.210699297616096,0.110932568074792,15.239047667251
0.02245,0.216786480489473,0.116739549500876,15.946812740872,0.216786480489473,0.116739549500876,15.946812740872
0.0225,0.222816895731824,0.12267606634259,16.6629106545967,0.222816895731824,0.12267606634259,16.6629106545967
0.02255,0.228784500082263,0.12873823619173,17.386548982459,0.228784500082263,0.12873823619173,17.386548982459
0.0226,0.234683496815601,0.134922053360638,18.116942638657,0.234683496815601,0.134922053360638,18.116942638657
0.02265,0.240508342413515,0.141223403482316,18.8533169317747,0.240508342413515,0.141223403482316,18.8533169317747
0.0227,0.24625375276127,0.147638079391322,19.5949108002096,0.24625375276127,0.147638079391322,19.5949108002096
0.02275,0.251914700906932,0.154161797244157,20.3409786976701,0.251914700906932,0.154161797244157,20.3409786976701
0.0228,0.257486428824373,0.160790211467766,21.090794565388,0.257486428824373,0.160790211467766,21.090794565388
0.02285,0.262964437259517,0.167518930759127,21.8436524088721,0.262964437259517,0.167518930759127,21.8436524088721
0.0229,0.268344498240895,0.174343533476385,22.5988704722388,0.268344498240895,0.174343533476385,22.5988704722388
0.02295,0.273622643047733,0.181259582008389,23.3557912453755,0.273622643047733,0.181259582008389,23.3557912453755
0.023,0.278795171524174,0.188262638775491,24.1137852227518,0.278795171524174,0.188262638775491,24.1137852227518
0.02305,0.283858640324337,0.195348279108484,24.8722507471778,0.283858640324337,0.195348279108484,24.8722507471778
0.0231,0.288809867644858,0.202512106904306,25.6306169750181,0.288809867644858,0.202512106904306,25.6306169750181
0.02315,0.293645923221485,0.209749766788068,26.3883439316959,0.293645923221485,0.209749766788068,26.3883439316959
0.0232,0.298364127216928,0.217056957987912,27.1449242929094,0.298364127216928,0.217056957987912,27.1449242929094
0.02325,0.302962043491096,0.224429447060537,27.8998840650942,0.302962043491096,0.224429447060537,27.8998840650942
0.0233,0.307437471432367,0.231863078010732,28.6527827786637,0.307437471432367,0.231863078010732,28.6527827786637
0.02335,0.311788443620126,0.239353787251198,29.4032151504349,0.311788443620126,0.239353787251198,29.4032151504349
0.0234,0.316013211159028,0.246897608620042,30.150809682452,0.316013211159028,0.246897608620042,30.150809682452
0.02345,0.32011024351864,0.254490690247486,30.8952308733895,0.32011024351864,0.254490690247486,30.8952308733895
0.0235,0.32407821128514,0.262129295854092,31.6361770694047,0.32407821128514,0.262129295854092,31.6361770694047
0.02355,0.327915984484223,0.269809821006973,32.373382339873,0.327915984484223,0.269809821006973,32.373382339873
0.0236,0.331622615971468,0.27752879301234,33.1066143679135,0.331622615971468,0.27752879301234,33.1066143679135
0.02365,0.335197336767823,0.285282884566213,33.835675570078,0.335197336767823,0.285282884566213,33.835675570078
0.0237,0.338639541019569,0.293068913672363,34.5604013030218,0.338639541019569,0.293068913672363,34.5604013030218
0.02375,0.341948778197223,0.300883853026644,35.2806600933187,0.341948778197223,0.300883853026644,35.2806600933187
0.0238,0.345124740040324,0.308724831676081,35.9963523469136,0.345124740040324,0.308724831676081,35.9963523469136
0.02385,0.348167249863935,0.316589138118427,36.707409609328,0.348167249863935,0.316589138118427,36.707409609328
0.0239,0.351076251424365,0.324474225700225,37.4137938896199,0.351076251424365,0.324474225700225,37.4137938896199
0.02395,0.353851796229428,0.332377707690197,38.115496004798,0.353851796229428,0.332377707690197,38.115496004798
0.024,0.356494033433022,0.340297367053222,38.8125353907398,0.356494033433022,0.340297367053222,38.8125353907398
0.02405,0.359003196933408,0.348231145304231,39.5049579711708,0.359003196933408,0.348231145304231,39.5049579711708
0.0241,0.361379594780749,0.356177152129215,40.1928358734275,0.361379594780749,0.356177152129215,40.1928358734275
0.02415,0.363623597618212,0.364133653077451,40.8762654278021,0.363623597618212,0.364133653077451,40.8762654278021
0.0242,0.365735627372196,0.372099075916387,41.555366531008,0.365735627372196,0.372099075916387,41.555366531008
0.02425,0.367716147000564,0.380071998856091,42.2302808707842,0.367716147000564,0.380071998856091,42.2302808707842
0.0243,0.36956564927739,0.388051152447304,42.9011709737898,0.36956564927739,0.388051152447304,42.9011709737898
0.02435,0.371284647215722,0.396035409745349,43.5682186503449,0.371284647215722,0.396035409745349,43.5682186503449
0.0244,0.372873664247784,0.404023782549877,44.2316238022876,0.372873664247784,0.404023782549877,44.2316238022876
0.02445,0.37433322413276,0.412015414917176,44.8916030358925,0.37433322413276,0.412015414917176,44.8916030358925
0.0245,0.37566384439541,0.420009572659915,45.5483883374444,0.37566384439541,0.420009572659915,45.5483883374444
0.02455,0.376866024220577,0.428005641058669,46.2022257656862,0.376866024220577,0.428005641058669,46.2022257656862
0.0246,0.377940242041712,0.436003108866546,46.8533741189018,0.377940242041712,0.436003108866546,46.8533741189018
0.02465,0.378886942426565,0.444001566926587,47.5021036112197,0.378886942426565,0.444001566926587,47.5021036112197
0.0247,0.379706536158045,0.452000691105547,48.1486946091288,0.379706536158045,0.452000691105547,48.1486946091288
0.02475,0.380399388062944,0.460000238856448,48.7934362788605,0.380399388062944,0.460000238856448,48.7934362788605
0.0248,0.380965818145681,0.468000033077871,49.4366253727267,0.380965818145681,0.468000033077871,49.4366253727267
0.02485,0.381406091845645,0.475999955877695,50.0785648845919,0.381406091845645,0.475999955877695,50.0785648845919
0.0249,0.381720420950353,0.483999934040503,50.7195628449606,0.381720420950353,0.483999934040503,50.7195628449606
0.02495,0.381908957867206,0.491999929984401,51.359931017619,0.381908957867206,0.491999929984401,51.359931017619
0.025,0.381971794688208,0.499999929083734,51.9999836690774,0.381971794688208,0.499999929083734,51.9999836690774
0.02505,0.381908963397224,0.507999928252371,52.6400363198448,0.381908963397224,0.507999928252371,52.6400363198448
0.0251,0.381720431336645,0.515999924833815,53.2804044759383,0.381720431336645,0.515999924833815,53.2804044759383
0.02515,0.381406108316029,0.523999903995604,53.9214024129664,0.381406108316029,0.523999903995604,53.9214024129664
0.0252,0.380965839133545,0.531999828019099,54.5633418965829,0.380965839133545,0.531999828019099,54.5633418965829
0.02525,0.380399415117928,0.539999624249111,55.2065309476056,0.380399415117928,0.539999624249111,55.2065309476056
0.0253,0.379706567459107,0.547999173796579,55.8512725822607,0.379706567459107,0.547999173796579,55.8512725822607
0.02535,0.378886979484015,0.555998300926071,56.4978635297503,0.378886979484015,0.555998300926071,56.4978635297503
0.0254,0.37794028313085,0.563996761377625,57.1465929867741,0.37794028313085,0.563996761377625,57.1465929867741
0.02545,0.376866070488246,0.571994232936568,57.7977412989705,0.376866070488246,0.571994232936568,57.7977412989705
0.0255,0.375663894522522,0.579990304377341,58.4515787005651,0.375663894522522,0.579990304377341,58.4515787005651
0.02555,0.374333278579483,0.587984466373498,59.1083639894481,0.374333278579483,0.587984466373498,59.1083639894481
0.0256,0.37287372245567,0.595976102608542,59.7683432176532,0.37287372245567,0.595976102608542,59.7683432176532
0.02565,0.37128470861637,0.603964479591315,60.431748395811,0.37128470861637,0.603964479591315,60.431748395811
0.0257,0.369565714425033,0.611948742003769,61.0987961128588,0.369565714425033,0.611948742003769,61.0987961128588
0.02575,0.367716214674364,0.619927899931845,61.7696862853205,0.367716214674364,0.619927899931845,61.7696862853205
0.0258,0.365735698162832,0.627900828812454,62.4446007434535,0.365735698162832,0.627900828812454,62.4446007434535
0.02585,0.363623670332811,0.635866256186921,63.1237019709409,0.363623670332811,0.635866256186921,63.1237019709409
0.0259,0.361379669794573,0.643822763651199,63.8071317447655,0.361379669794573,0.643822763651199,63.8071317447655
0.02595,0.359003273302648,0.651768775270434,64.4950098407777,0.359003273302648,0.651768775270434,64.4950098407777
0.026,0.356494111164376,0.659702560322559,65.1874327577725,0.356494111164376,0.659702560322559,65.1874327577725
0.02605,0.353851874748617,0.667622224814439,65.8844724254924,0.353851874748617,0.667622224814439,65.8844724254924
0.0261,0.35107633032216,0.675525713572272,66.5861749997252,0.35107633032216,0.675525713572272,66.5861749997252
0.02615,0.348167328947302,0.683410806704539,67.2925596730465,0.348167328947302,0.683410806704539,67.2925596730465
0.0262,0.345124818678123,0.691275119138506,68.0036174573029,0.345124818678123,0.691275119138506,68.0036174573029
0.02625,0.341948856216073,0.69911610425892,68.7193102948131,0.341948856216073,0.69911610425892,68.7193102948131
0.0263,0.338639617965042,0.706931049022842,69.4395696662823,0.338639617965042,0.706931049022842,69.4395696662823
0.02635,0.335197412090469,0.714717085075836,70.1642961865367,0.335197412090469,0.714717085075836,70.1642961865367
0.0264,0.331622689648283,0.722471181716846,70.8933580474064,0.331622689648283,0.722471181716846,70.8933580474064
0.02645,0.327916055519328,0.730190160639735,71.6265910450735,0.327916055519328,0.730190160639735,71.6265910450735
