"time","mn1.Dinternal","mn1.Sinternal","mn2.Dinternal","mn2.Sinternal","mp1.Dinternal","mp1.Sinternal","mp2.Dinternal","mp2.Sinternal"
0.054,0,0,0,0,0,0,0,0
0.055,0,0,0,0,0,0,0,0
0.056,0,0,0,0,0,0,0,0
0.057,0,0,0,0,0,0,0,0
0.058,0,0,0,0,0,0,0,0
0.059,0,0,0,0,0,0,0,0
0.06,0,0,0,0,0,0,0,0
0.061,0,0,0,0,0,0,0,0
0.062,0,0,0,0,0,0,0,0
0.063,0,0,0,0,0,0,0,0
0.064,0,0,0,0,0,0,0,0
0.065,0,0,0,0,0,0,0,0
0.066,0,0,0,0,0,0,0,0
0.067,0,0,0,0,0,0,0,0
0.068,0,0,0,0,0,0,0,0
0.069,0,0,0,0,0,0,0,0
0.07,0,0,0,0,0,0,0,0
0.071,0,0,0,0,0,0,0,0
0.072,0,0,0,0,0,0,0,0
0.073,0,0,0,0,0,0,0,0
0.074,0,0,0,0,0,0,0,0
0.075,0,0,0,0,0,0,0,0
0.076,0,0,0,0,0,0,0,0
0.077,0,0,0,0,0,0,0,0
0.078,0,0,0,0,0,0,0,0
0.079,0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0
0.081,0,0,0,0,0,0,0,0
0.082,0,0,0,0,0,0,0,0
0.083,0,0,0,0,0,0,0,0
0.084,0,0,0,0,0,0,0,0
0.085,0,0,0,0,0,0,0,0
0.086,0,0,0,0,0,0,0,0
0.087,0,0,0,0,0,0,0,0
0.088,0,0,0,0,0,0,0,0
0.089,0,0,0,0,0,0,0,0
0.09,0,0,0,0,0,0,0,0
0.091,0,0,0,0,0,0,0,0
0.092,0,0,0,0,0,0,0,0
0.093,0,0,0,0,0,0,0,0
0.094,0,0,0,0,0,0,0,0
0.095,0,0,0,0,0,0,0,0
0.096,0,0,0,0,0,0,0,0
0.097,0,0,0,0,0,0,0,0
0.098,0,0,0,0,0,0,0,0
0.099,0,0,0,0,0,0,0,0
0.1,0,0,0,0,0,0,0,0
0.101,0,0,0,0,0,0,0,0
0.102,0,0,0,0,0,0,0,0
0.103,0,0,0,0,0,0,0,0
0.104,0,0,0,0,0,0,0,0
0.105,0,0,0,0,0,0,0,0
0.106,0,0,0,0,0,0,0,0
0.107,0,0,0,0,0,0,0,0
0.108,0,0,0,0,0,0,0,0
0.109,0,0,0,0,0,0,0,0
0.11,0,0,0,0,0,0,0,0
0.111,0,0,0,0,0,0,0,0
0.112,0,0,0,0,0,0,0,0
0.113,0,0,0,0,0,0,0,0
0.114,0,0,0,0,0,0,0,0
0.115,0,0,0,0,0,0,0,0
0.116,0,0,0,0,0,0,0,0
0.117,0,0,0,0,0,0,0,0
0.118,0,0,0,0,0,0,0,0
0.119,0,0,0,0,0,0,0,0
0.12,0,0,0,0,0,0,0,0
0.121,0,0,0,0,0,0,0,0
0.122,0,0,0,0,0,0,0,0
0.123,0,0,0,0,0,0,0,0
0.124,0,0,0,0,0,0,0,0
0.125,0,0,0,0,0,0,0,0
0.126,0,0,0,0,0,0,0,0
0.127,0,0,0,0,0,0,0,0
0.128,0,0,0,0,0,0,0,0
0.129,0,0,0,0,0,0,0,0
0.13,0,0,0,0,0,0,0,0
0.131,0,0,0,0,0,0,0,0
0.132,0,0,0,0,0,0,0,0
0.133,0,0,0,0,0,0,0,0
0.134,0,0,0,0,0,0,0,0
0.135,0,0,0,0,0,0,0,0
0.136,0,0,0,0,0,0,0,0
0.137,0,0,0,0,0,0,0,0
0.138,0,0,0,0,0,0,0,0
0.139,0,0,0,0,0,0,0,0
0.14,0,0,0,0,0,0,0,0
0.141,0,0,0,0,0,0,0,0
0.142,0,0,0,0,0,0,0,0
0.143,0,0,0,0,0,0,0,0
0.144,0,0,0,0,0,0,0,0
0.145,0,0,0,0,0,0,0,0
0.146,0,0,0,0,0,0,0,0
0.147,0,0,0,0,0,0,0,0
0.148,0,0,0,0,0,0,0,0
0.149,0,0,0,0,0,0,0,0
0.15,0,0,0,0,0,0,0,0
0.151,0,0,0,0,0,0,0,0
0.152,0,0,0,0,0,0,0,0
0.153,0,0,0,0,0,0,0,0
0.154,0,0,0,0,0,0,0,0
0.155,0,0,0,0,0,0,0,0
0.156,0,0,0,0,0,0,0,0
0.157,0,0,0,0,0,0,0,0
0.158,0,0,0,0,0,0,0,0
0.159,0,0,0,0,0,0,0,0
0.16,0,0,0,0,0,0,0,0
0.161,0,0,0,0,0,0,0,0
0.162,0,0,0,0,0,0,0,0
0.163,0,0,0,0,0,0,0,0
0.164,0,0,0,0,0,0,0,0
0.165,0,0,0,0,0,0,0,0
0.166,0,0,0,0,0,0,0,0
0.167,0,0,0,0,0,0,0,0
0.168,0,0,0,0,0,0,0,0
0.169,0,0,0,0,0,0,0,0
0.17,0,0,0,0,0,0,0,0
0.171,0,0,0,0,0,0,0,0
0.172,0,0,0,0,0,0,0,0
0.173,0,0,0,0,0,0,0,0
0.174,0,0,0,0,0,0,0,0
0.175,0,0,0,0,0,0,0,0
0.176,0,0,0,0,0,0,0,0
0.177,0,0,0,0,0,0,0,0
0.178,0,0,0,0,0,0,0,0
0.179,0,0,0,0,0,0,0,0
0.18,0,0,0,0,0,0,0,0
0.181,0,0,0,0,0,0,0,0
0.182,0,0,0,0,0,0,0,0
0.183,0,0,0,0,0,0,0,0
0.184,0,0,0,0,0,0,0,0
0.185,0,0,0,0,0,0,0,0
0.186,0,0,0,0,0,0,0,0
0.187,0,0,0,0,0,0,0,0
0.188,0,0,0,0,0,0,0,0
0.189,0,0,0,0,0,0,0,0
0.19,0,0,0,0,0,0,0,0
0.191,0,0,0,0,0,0,0,0
0.192,0,0,0,0,0,0,0,0
0.193,0,0,0,0,0,0,0,0
0.194,0,0,0,0,0,0,0,0
0.195,0,0,0,0,0,0,0,0
0.196,0,0,0,0,0,0,0,0
0.197,0,0,0,0,0,0,0,0
0.198,0,0,0,0,0,0,0,0
0.199,0,0,0,0,0,0,0,0
0.2,0,0,0,0,0,0,0,0
0.201,0,0,0,0,0,0,0,0
0.202,0,0,0,0,0,0,0,0
0.203,0,0,0,0,0,0,0,0
0.204,0,0,0,0,0,0,0,0
0.205,0,0,0,0,0,0,0,0
0.206,0,0,0,0,0,0,0,0
0.207,0,0,0,0,0,0,0,0
0.208,0,0,0,0,0,0,0,0
0.209,0,0,0,0,0,0,0,0
0.21,0,0,0,0,0,0,0,0
0.211,0,0,0,0,0,0,0,0
0.212,0,0,0,0,0,0,0,0
0.213,0,0,0,0,0,0,0,0
0.214,0,0,0,0,0,0,0,0
0.215,0,0,0,0,0,0,0,0
0.216,0,0,0,0,0,0,0,0
0.217,0,0,0,0,0,0,0,0
0.218,0,0,0,0,0,0,0,0
0.219,0,0,0,0,0,0,0,0
0.22,0,0,0,0,0,0,0,0
0.221,0,0,0,0,0,0,0,0
0.222,0,0,0,0,0,0,0,0
0.223,0,0,0,0,0,0,0,0
0.224,0,0,0,0,0,0,0,0
0.225,0,0,0,0,0,0,0,0
0.226,0,0,0,0,0,0,0,0
0.227,0,0,0,0,0,0,0,0
0.228,0,0,0,0,0,0,0,0
0.229,0,0,0,0,0,0,0,0
0.23,0,0,0,0,0,0,0,0
0.231,0,0,0,0,0,0,0,0
0.232,0,0,0,0,0,0,0,0
0.233,0,0,0,0,0,0,0,0
0.234,0,0,0,0,0,0,0,0
0.235,0,0,0,0,0,0,0,0
0.236,0,0,0,0,0,0,0,0
0.237,0,0,0,0,0,0,0,0
0.238,0,0,0,0,0,0,0,0
0.239,0,0,0,0,0,0,0,0
0.24,0,0,0,0,0,0,0,0
0.241,0,0,0,0,0,0,0,0
0.242,0,0,0,0,0,0,0,0
0.243,0,0,0,0,0,0,0,0
0.244,0,0,0,0,0,0,0,0
0.245,0,0,0,0,0,0,0,0
0.246,0,0,0,0,0,0,0,0
0.247,0,0,0,0,0,0,0,0
0.248,0,0,0,0,0,0,0,0
0.249,0,0,0,0,0,0,0,0
0.25,0,0,0,0,0,0,0,0
0.251,0,0,0,0,0,0,0,0
0.252,0,0,0,0,0,0,0,0
0.253,0,0,0,0,0,0,0,0
0.254,0,0,0,0,0,0,0,0
0.255,0,0,0,0,0,0,0,0
0.256,0,0,0,0,0,0,0,0
0.257,0,0,0,0,0,0,0,0
0.258,0,0,0,0,0,0,0,0
0.259,0,0,0,0,0,0,0,0
0.26,0,0,0,0,0,0,0,0
0.261,0,0,0,0,0,0,0,0
0.262,0,0,0,0,0,0,0,0
0.263,0,0,0,0,0,0,0,0
0.264,0,0,0,0,0,0,0,0
0.265,0,0,0,0,0,0,0,0
0.266,0,0,0,0,0,0,0,0
0.267,0,0,0,0,0,0,0,0
0.268,0,0,0,0,0,0,0,0
0.269,0,0,0,0,0,0,0,0
0.27,0,0,0,0,0,0,0,0
0.271,0,0,0,0,0,0,0,0
0.272,0,0,0,0,0,0,0,0
0.273,0,0,0,0,0,0,0,0
0.274,0,0,0,0,0,0,0,0
0.275,0,0,0,0,0,0,0,0
0.276,0,0,0,0,0,0,0,0
0.277,0,0,0,0,0,0,0,0
0.278,0,0,0,0,0,0,0,0
0.279,0,0,0,0,0,0,0,0
0.28,0,0,0,0,0,0,0,0
0.281,0,0,0,0,0,0,0,0
0.282,0,0,0,0,0,0,0,0
0.283,0,0,0,0,0,0,0,0
0.284,0,0,0,0,0,0,0,0
0.285,0,0,0,0,0,0,0,0
0.286,0,0,0,0,0,0,0,0
0.287,0,0,0,0,0,0,0,0
0.288,0,0,0,0,0,0,0,0
0.289,0,0,0,0,0,0,0,0
0.29,0,0,0,0,0,0,0,0
0.291,0,0,0,0,0,0,0,0
0.292,0,0,0,0,0,0,0,0
0.293,0,0,0,0,0,0,0,0
0.294,0,0,0,0,0,0,0,0
0.295,0,0,0,0,0,0,0,0
0.296,0,0,0,0,0,0,0,0
0.297,0,0,0,0,0,0,0,0
0.298,0,0,0,0,0,0,0,0
0.299,0,0,0,0,0,0,0,0
0.3,0,0,0,0,0,0,0,0
0.301,0,0,0,0,0,0,0,0
0.302,0,0,0,0,0,0,0,0
0.303,0,0,0,0,0,0,0,0
0.304,0,0,0,0,0,0,0,0
0.305,0,0,0,0,0,0,0,0
0.306,0,0,0,0,0,0,0,0
0.307,0,0,0,0,0,0,0,0
0.308,0,0,0,0,0,0,0,0
0.309,0,0,0,0,0,0,0,0
0.31,0,0,0,0,0,0,0,0
0.311,0,0,0,0,0,0,0,0
0.312,0,0,0,0,0,0,0,0
0.313,0,0,0,0,0,0,0,0
0.314,0,0,0,0,0,0,0,0
0.315,0,0,0,0,0,0,0,0
0.316,0,0,0,0,0,0,0,0
0.317,0,0,0,0,0,0,0,0
0.318,0,0,0,0,0,0,0,0
0.319,0,0,0,0,0,0,0,0
0.32,0,0,0,0,0,0,0,0
0.321,0,0,0,0,0,0,0,0
0.322,0,0,0,0,0,0,0,0
0.323,0,0,0,0,0,0,0,0
0.324,0,0,0,0,0,0,0,0
0.325,0,0,0,0,0,0,0,0
0.326,0,0,0,0,0,0,0,0
0.327,0,0,0,0,0,0,0,0
0.328,0,0,0,0,0,0,0,0
0.329,0,0,0,0,0,0,0,0
0.33,0,0,0,0,0,0,0,0
0.331,0,0,0,0,0,0,0,0
0.332,0,0,0,0,0,0,0,0
0.333,0,0,0,0,0,0,0,0
0.334,0,0,0,0,0,0,0,0
0.335,0,0,0,0,0,0,0,0
0.336,0,0,0,0,0,0,0,0
0.337,0,0,0,0,0,0,0,0
0.338,0,0,0,0,0,0,0,0
0.339,0,0,0,0,0,0,0,0
0.34,0,0,0,0,0,0,0,0
0.341,0,0,0,0,0,0,0,0
0.342,0,0,0,0,0,0,0,0
0.343,0,0,0,0,0,0,0,0
0.344,0,0,0,0,0,0,0,0
0.345,0,0,0,0,0,0,0,0
0.346,0,0,0,0,0,0,0,0
0.347,0,0,0,0,0,0,0,0
0.348,0,0,0,0,0,0,0,0
0.349,0,0,0,0,0,0,0,0
0.35,0,0,0,0,0,0,0,0
0.351,0,0,0,0,0,0,0,0
0.352,0,0,0,0,0,0,0,0
0.353,0,0,0,0,0,0,0,0
0.354,0,0,0,0,0,0,0,0
0.355,0,0,0,0,0,0,0,0
0.356,0,0,0,0,0,0,0,0
0.357,0,0,0,0,0,0,0,0
0.358,0,0,0,0,0,0,0,0
0.359,0,0,0,0,0,0,0,0
0.36,0,0,0,0,0,0,0,0
0.361,0,0,0,0,0,0,0,0
0.362,0,0,0,0,0,0,0,0
0.363,0,0,0,0,0,0,0,0
0.364,0,0,0,0,0,0,0,0
0.365,0,0,0,0,0,0,0,0
0.366,0,0,0,0,0,0,0,0
0.367,0,0,0,0,0,0,0,0
0.368,0,0,0,0,0,0,0,0
0.369,0,0,0,0,0,0,0,0
0.37,0,0,0,0,0,0,0,0
0.371,0,0,0,0,0,0,0,0
0.372,0,0,0,0,0,0,0,0
0.373,0,0,0,0,0,0,0,0
0.374,0,0,0,0,0,0,0,0
0.375,0,0,0,0,0,0,0,0
0.376,0,0,0,0,0,0,0,0
0.377,0,0,0,0,0,0,0,0
0.378,0,0,0,0,0,0,0,0
0.379,0,0,0,0,0,0,0,0
0.38,0,0,0,0,0,0,0,0
0.381,0,0,0,0,0,0,0,0
0.382,0,0,0,0,0,0,0,0
0.383,0,0,0,0,0,0,0,0
0.384,0,0,0,0,0,0,0,0
0.385,0,0,0,0,0,0,0,0
0.386,0,0,0,0,0,0,0,0
0.387,0,0,0,0,0,0,0,0
0.388,0,0,0,0,0,0,0,0
0.389,0,0,0,0,0,0,0,0
0.39,0,0,0,0,0,0,0,0
0.391,0,0,0,0,0,0,0,0
0.392,0,0,0,0,0,0,0,0
0.393,0,0,0,0,0,0,0,0
0.394,0,0,0,0,0,0,0,0
0.395,0,0,0,0,0,0,0,0
0.396,0,0,0,0,0,0,0,0
0.397,0,0,0,0,0,0,0,0
0.398,0,0,0,0,0,0,0,0
0.399,0,0,0,0,0,0,0,0
0.4,0,0,0,0,0,0,0,0
0.401,0,0,0,0,0,0,0,0
0.402,0,0,0,0,0,0,0,0
0.403,0,0,0,0,0,0,0,0
0.404,0,0,0,0,0,0,0,0
0.405,0,0,0,0,0,0,0,0
0.406,0,0,0,0,0,0,0,0
0.407,0,0,0,0,0,0,0,0
0.408,0,0,0,0,0,0,0,0
0.409,0,0,0,0,0,0,0,0
0.41,0,0,0,0,0,0,0,0
0.411,0,0,0,0,0,0,0,0
0.412,0,0,0,0,0,0,0,0
0.413,0,0,0,0,0,0,0,0
0.414,0,0,0,0,0,0,0,0
0.415,0,0,0,0,0,0,0,0
0.416,0,0,0,0,0,0,0,0
0.417,0,0,0,0,0,0,0,0
0.418,0,0,0,0,0,0,0,0
0.419,0,0,0,0,0,0,0,0
0.42,0,0,0,0,0,0,0,0
0.421,0,0,0,0,0,0,0,0
0.422,0,0,0,0,0,0,0,0
0.423,0,0,0,0,0,0,0,0
0.424,0,0,0,0,0,0,0,0
0.425,0,0,0,0,0,0,0,0
0.426,0,0,0,0,0,0,0,0
0.427,0,0,0,0,0,0,0,0
0.428,0,0,0,0,0,0,0,0
0.429,0,0,0,0,0,0,0,0
0.43,0,0,0,0,0,0,0,0
0.431,0,0,0,0,0,0,0,0
0.432,0,0,0,0,0,0,0,0
0.433,0,0,0,0,0,0,0,0
0.434,0,0,0,0,0,0,0,0
0.435,0,0,0,0,0,0,0,0
0.436,0,0,0,0,0,0,0,0
0.437,0,0,0,0,0,0,0,0
0.438,0,0,0,0,0,0,0,0
0.439,0,0,0,0,0,0,0,0
0.44,0,0,0,0,0,0,0,0
0.441,0,0,0,0,0,0,0,0
0.442,0,0,0,0,0,0,0,0
0.443,0,0,0,0,0,0,0,0
0.444,0,0,0,0,0,0,0,0
0.445,0,0,0,0,0,0,0,0
0.446,0,0,0,0,0,0,0,0
0.447,0,0,0,0,0,0,0,0
0.448,0,0,0,0,0,0,0,0
0.449,0,0,0,0,0,0,0,0
0.45,0,0,0,0,0,0,0,0
0.451,0,0,0,0,0,0,0,0
0.452,0,0,0,0,0,0,0,0
0.453,0,0,0,0,0,0,0,0
0.454,0,0,0,0,0,0,0,0
0.455,0,0,0,0,0,0,0,0
0.456,0,0,0,0,0,0,0,0
0.457,0,0,0,0,0,0,0,0
0.458,0,0,0,0,0,0,0,0
0.459,0,0,0,0,0,0,0,0
0.46,0,0,0,0,0,0,0,0
0.461,0,0,0,0,0,0,0,0
0.462,0,0,0,0,0,0,0,0
0.463,0,0,0,0,0,0,0,0
0.464,0,0,0,0,0,0,0,0
0.465,0,0,0,0,0,0,0,0
0.466,0,0,0,0,0,0,0,0
0.467,0,0,0,0,0,0,0,0
0.468,0,0,0,0,0,0,0,0
0.469,0,0,0,0,0,0,0,0
0.47,0,0,0,0,0,0,0,0
0.471,0,0,0,0,0,0,0,0
0.472,0,0,0,0,0,0,0,0
0.473,0,0,0,0,0,0,0,0
0.474,0,0,0,0,0,0,0,0
0.475,0,0,0,0,0,0,0,0
0.476,0,0,0,0,0,0,0,0
0.477,0,0,0,0,0,0,0,0
0.478,0,0,0,0,0,0,0,0
0.479,0,0,0,0,0,0,0,0
0.48,0,0,0,0,0,0,0,0
0.481,0,0,0,0,0,0,0,0
0.482,0,0,0,0,0,0,0,0
0.483,0,0,0,0,0,0,0,0
0.484,0,0,0,0,0,0,0,0
0.485,0,0,0,0,0,0,0,0
0.486,0,0,0,0,0,0,0,0
0.487,0,0,0,0,0,0,0,0
0.488,0,0,0,0,0,0,0,0
0.489,0,0,0,0,0,0,0,0
0.49,0,0,0,0,0,0,0,0
0.491,0,0,0,0,0,0,0,0
0.492,0,0,0,0,0,0,0,0
0.493,0,0,0,0,0,0,0,0
0.494,0,0,0,0,0,0,0,0
0.495,0,0,0,0,0,0,0,0
0.496,0,0,0,0,0,0,0,0
0.497,0,0,0,0,0,0,0,0
0.498,0,0,0,0,0,0,0,0
0.499,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0
0.501,0.0166047808051476,0,0.0166047808051476,0,0.0499999999949995,0.0499945933250412,0.0499945933228169,0.0166048299612299
0.502,0.0331050186876688,0,0.0331050186876688,0,0.099999999994998,0.099986812058441,0.0999868120495368,0.0331050670458647
0.503,0.0495043074699434,0,0.0495043074699434,0,0.149999999994993,0.149974401136572,0.149974401116523,0.0495043550731811
0.504,0.0658084413377833,0,0.0658084413377834,0,0.199999999994984,0.199955356938396,0.199955356902726,0.0658084882259948
0.505,0.0820238845406158,0,0.0820238845406158,0,0.249999999994964,0.249927380750766,0.249927380694994,0.0820239307511291
0.506,0.0981562256172176,0,0.0981562256172176,0,0.299999999994931,0.299888387961223,0.299888387880858,0.0981562711851155
0.507,0.114211199898763,0,0.114211199898763,0,0.349999999994885,0.349836167251255,0.349836167141799,0.114211244856916
0.508,0.130194797416099,0,0.130194797416099,0,0.399999999994814,0.399768361233272,0.399768361090223,0.130194841795527
0.509,0.146112408783885,0,0.146112408783885,0,0.449999999994715,0.449682736906115,0.449682736724964,0.146112452613926
0.51,0.161969378039808,0,0.161969378039808,0,0.499999999994577,0.499577045377244,0.499577045153478,0.161969421348198
0.511,0.177770821070901,0,0.177770821070901,0,0.549999999994394,0.549449059506541,0.549449059235643,0.177770863883938
0.512,0.193521685467564,0,0.193521685467564,0,0.599999999994155,0.599296566221543,0.599296565898993,0.193521727810246
0.513,0.209226827876823,0,0.209226827876823,0,0.649999999993854,0.649117356721824,0.6491173563431,0.209226869772983
0.514,0.224890997892035,0,0.224890997892035,0,0.699999999993474,0.698909230223399,0.698909229783975,0.224891039364374
0.515,0.240518826566553,0,0.240518826566553,0,0.74999999999301,0.74866999482044,0.748669994315789,0.240518867636689
0.516,0.256114905772426,0,0.256114905772426,0,0.799999999992442,0.798397466071266,0.79839746549686,0.256114946461073
0.517,0.27168372216425,0,0.27168372216425,0,0.849999999991758,0.848089467691154,0.848089467042465,0.271683762491282
0.518,0.287229684732718,0,0.287229684732718,0,0.899999999990945,0.897743835667915,0.897743834940417,0.287229724717183
0.519,0.302757120552621,0,0.302757120552621,0,0.949999999989988,0.947358416001321,0.947358415190484,0.302757160212797
0.52,0.318270276460457,0,0.318270276460457,0,0.999999999988872,0.996931061761119,0.996931060862415,0.31827031581397
0.521,0.333773517180974,0,0.333773517180974,0,1.04999999998758,1.04645964581819,1.0464596448271,0.333773556244722
0.522,0.349270993214257,0,0.349270993214257,0,1.09999999998609,1.09594204428623,1.09594204319822,0.349271032004562
0.523,0.364766844133157,0,0.364766844133157,0,1.14999999998439,1.1453761461672,1.14537614497776,0.364766882665784
0.524,0.38026524871634,0,0.38026524871634,0,1.19999999998245,1.19475986674346,1.19475986544806,0.380265287006464
0.525,0.395770254454801,0,0.395770254454801,0,1.24999999998026,1.24409111931227,1.2440911179064,0.395770292517124
0.526,0.411285891679546,0,0.411285891679546,0,1.2999999999778,1.29336783409199,1.29336783257115,0.41128592952832
0.527,0.426816266430475,0,0.426816266430475,0,1.34999999997504,1.34258796969908,1.34258796805875,0.426816304079428
0.528,0.442365335104633,0,0.442365335104634,0,1.39999999997197,1.3917494831978,1.39174948143349,0.442365372567108
0.529,0.457937058034293,0,0.457937058034293,0,1.44999999996855,1.44085035059256,1.44085034869976,0.457937095323244
0.53,0.473535443590117,0,0.473535443590117,0,1.49999999996477,1.4898885745399,1.48988857251414,0.473535480718064
0.531,0.489164393653277,0,0.489164393653277,0,1.5499999999606,1.53886216019782,1.5388621580346,0.489164430632403
0.532,0.504827811035419,0,0.504827811035419,0,1.59999999995601,1.58776913209303,1.58776912978788,0.504827847877572
0.533,0.52052962813123,0,0.52052962813123,0,1.64999999995098,1.63660753982425,1.63660753737271,0.520529664847887
0.534,0.536273700721426,0,0.536273700721426,0,1.69999999994549,1.68537543901291,1.6853754364105,0.536273737323772
0.535,0.552063883198407,0,0.552063883198407,0,1.7499999999395,1.73407090492954,1.73407090217182,0.552063919697327
0.536,0.567904047126887,0,0.567904047126887,0,1.79999999993299,1.78269203733471,1.78269203441722,0.567904083532948
0.537,0.583798008104668,0,0.583798008104668,0,1.84999999992593,1.83123694425131,1.83123694116963,0.583798044428174
0.538,0.599749577844991,0,0.599749577844991,0,1.89999999991829,1.87970375368738,1.87970375043708,0.599749614095984
0.539,0.615762571657117,0,0.615762571657117,0,1.94999999991003,1.92809061694548,1.92809061352215,0.615762607845361
0.54,0.631840774053707,0,0.631840774053707,0,1.99999999990114,1.97639569806177,1.97639569446099,0.631840810188719
0.541,0.647987962242487,0,0.647987962242487,0,2.04999999989158,2.02461718143154,2.02461717764893,0.647987998333543
0.542,0.664207895638767,0,0.664207895638767,0,2.09999999988131,2.07275327182754,2.07275326785872,0.664207931694914
0.543,0.680504327215107,0,0.680504327215107,0,2.14999999987031,2.12080219199275,2.12080218783334,0.680504363245161
0.544,0.696880996793426,0,0.696880996793426,0,2.19999999985853,2.1687621847739,2.16876218041955,0.696881032805984
0.545,0.713341633302534,0,0.713341633302534,0,2.24999999984596,2.21663151300056,2.21663150844692,0.713341669305979
0.546,0.729889955327109,0,0.729889955327109,0,2.29999999983255,2.26440845979384,2.26440845503659,0.729889991329613
0.547,0.746529665669291,0,0.746529665669291,0,2.34999999981827,2.31209132805803,2.31209132309284,0.746529701678824
0.548,0.763264432051573,0,0.763264432051573,0,2.39999999980308,2.35967843808087,2.35967843290345,0.763264468075914
0.549,0.780097946973822,0,0.780097946973822,0,2.44999999978696,2.40716813593611,2.40716813054216,0.780097983020551
0.55,0.797033878005622,0,0.797033878005621,0,2.49999999976986,2.45455878693363,2.45455878131889,0.797033914082126
0.551,0.81407588174557,0,0.81407588174557,0,2.54999999975175,2.50184877775831,2.50184877191852,0.81407591785905
0.552,0.831227604050574,0,0.831227604050574,0,2.59999999973259,2.54903651673507,2.54903651066601,0.83122764020804
0.553,0.848492663907609,0,0.848492663907609,0,2.64999999971235,2.59612043782789,2.59612043152533,0.8484927001159
0.554,0.865874626299773,0,0.865874626299773,0,2.69999999969098,2.64309900715093,2.64309900061067,0.865874662565582
0.555,0.883377117413788,0,0.883377117413788,0,2.74999999966845,2.68997069698803,2.68997069020589,0.883377153743615
0.556,0.901003719343153,0,0.901003719343153,0,2.79999999964472,2.73673401014583,2.73673400311764,0.901003755743329
0.557,0.91875800022713,0,0.91875800022713,0,2.84999999961975,2.78338747339147,2.78338746611309,0.918758036703817
0.558,0.936643514128002,0,0.936643514128002,0,2.89999999959351,2.82992963779807,2.82992963026537,0.936643550687196
0.559,0.954663780170716,0,0.954663780170716,0,2.94999999956594,2.87635908709175,2.87635907930063,0.954663816818255
0.56,0.972822267353543,0,0.972822267353544,0,2.99999999953703,2.92267444381055,2.92267443575694,0.972822304095124
0.561,0.991122499902368,0,0.991122499902369,0,3.04999999950672,2.96887432895154,2.96887432063136,0.991122536743516
0.562,1.00956795342353,0,1.00956795342353,0,3.09999999947497,3.01495740233832,3.01495739374755,1.00956799036962
0.563,1.02816208522401,0,1.02816208522401,0,3.14999999944175,3.0609223512201,3.06092234235472,1.02816212228024
0.564,1.04690833392374,0,1.04690833392374,0,3.19999999940701,3.10676789071935,3.10676788157536,1.04690837109519
0.565,1.06581009981605,0,1.06581009981605,0,3.24999999937071,3.1524927806042,3.15249277117765,1.06581013710762
0.566,1.08487074264806,0,1.08487074264806,0,3.29999999933282,3.1980958272895,3.19809581757644,1.08487078006453
0.567,1.1040936522984,0,1.1040936522984,0,3.34999999929329,3.24357582402445,3.24357581402097,1.10409368984439
