"time","clutch.phi_rel","clutch.w_rel","engine.phi","engine.w","load.phi","load.w","brake.mode","brake.startBackward","brake.startForward","clutch.mode","clutch.startBackward","clutch.startForward"
0.255,0,0,0,0,0,0,0,0,0,2,0,0
0.26,0,0,0,0,0,0,0,0,0,2,0,0
0.265,0,0,0,0,0,0,0,0,0,2,0,0
0.27,0,0,0,0,0,0,0,0,0,2,0,0
0.275,0,0,0,0,0,0,0,0,0,2,0,0
0.28,0,0,0,0,0,0,0,0,0,2,0,0
0.285,0,0,0,0,0,0,0,0,0,2,0,0
0.29,0,0,0,0,0,0,0,0,0,2,0,0
0.295,0,0,0,0,0,0,0,0,0,2,0,0
0.3,0,0,0,0,0,0,0,0,0,2,0,0
0.305,0,0,0,0,0,0,0,0,0,2,0,0
0.31,0,0,0,0,0,0,0,0,0,2,0,0
0.315,0,0,0,0,0,0,0,0,0,2,0,0
0.32,0,0,0,0,0,0,0,0,0,2,0,0
0.325,0,0,0,0,0,0,0,0,0,2,0,0
0.33,0,0,0,0,0,0,0,0,0,2,0,0
0.335,0,0,0,0,0,0,0,0,0,2,0,0
0.34,0,0,0,0,0,0,0,0,0,2,0,0
0.345,0,0,0,0,0,0,0,0,0,2,0,0
0.35,0,0,0,0,0,0,0,0,0,2,0,0
0.355,0,0,0,0,0,0,0,0,0,2,0,0
0.36,0,0,0,0,0,0,0,0,0,2,0,0
0.365,0,0,0,0,0,0,0,0,0,2,0,0
0.37,0,0,0,0,0,0,0,0,0,2,0,0
0.375,0,0,0,0,0,0,0,0,0,2,0,0
0.38,0,0,0,0,0,0,0,0,0,2,0,0
0.385,0,0,0,0,0,0,0,0,0,2,0,0
0.39,0,0,0,0,0,0,0,0,0,2,0,0
0.395,0,0,0,0,0,0,0,0,0,2,0,0
0.4,0,0,0,0,0,0,0,0,0,2,0,0
0.405,0,0,0,0,0,0,0,0,0,2,0,0
0.41,0,0,0,0,0,0,0,0,0,2,0,0
0.415,0,0,0,0,0,0,0,0,0,2,0,0
0.42,0,0,0,0,0,0,0,0,0,2,0,0
0.425,0,0,0,0,0,0,0,0,0,2,0,0
0.43,0,0,0,0,0,0,0,0,0,2,0,0
0.435,0,0,0,0,0,0,0,0,0,2,0,0
0.44,0,0,0,0,0,0,0,0,0,2,0,0
0.445,0,0,0,0,0,0,0,0,0,2,0,0
0.45,0,0,0,0,0,0,0,0,0,2,0,0
0.455,0,0,0,0,0,0,0,0,0,2,0,0
0.46,0,0,0,0,0,0,0,0,0,2,0,0
0.465,0,0,0,0,0,0,0,0,0,2,0,0
0.47,0,0,0,0,0,0,0,0,0,2,0,0
0.475,0,0,0,0,0,0,0,0,0,2,0,0
0.48,0,0,0,0,0,0,0,0,0,2,0,0
0.485,0,0,0,0,0,0,0,0,0,2,0,0
0.49,0,0,0,0,0,0,0,0,0,2,0,0
0.495,0,0,0,0,0,0,0,0,0,2,0,0
0.5,0,0,0,0,0,0,0,0,0,2,0,0
0.5,0,0,0,0,0,0,0,0,0,2,0,0
0.505,-9.61538191857444e-05,-0.038461524510727,9.61538191857445e-05,0.038461524510727,3.84615276742978e-05,0.0153846098042908,0,0,0,2,0,0
0.51,-0.000384614936182483,-0.076922965317262,0.000384614936182483,0.076922965317262,0.000153845974472993,0.0307691861269048,0,0,0,2,0,0
0.515,-0.000865382155975753,-0.115384233552413,0.000865382155975753,0.115384233552413,0.000346152862390301,0.0461536934209653,0,0,0,2,0,0
0.52,-0.00153845434496608,-0.153845261009546,0.00153845434496608,0.153845261009546,0.000615381737986434,0.0615381044038185,0,0,0,2,0,0
0.525,-0.00240383117222012,-0.192306040333136,0.00240383117222012,0.192306040333136,0.000961532468888047,0.0769224161332544,0,0,0,2,0,0
0.53,-0.00346150883423043,-0.230766416996807,0.00346150883423042,0.230766416996807,0.00138460353369217,0.0923065667987229,0,0,0,2,0,0
0.535,-0.00471148907905721,-0.269226462019589,0.00471148907905721,0.269226462019589,0.00188459563162288,0.107690584807836,0,0,0,2,0,0
0.54,-0.0061537658597058,-0.307685988737292,0.0061537658597058,0.307685988737292,0.00246150634388232,0.123074395494917,0,0,0,2,0,0
0.545,-0.00778833905766904,-0.346144993491728,0.00778833905766904,0.346144993491728,0.00311533562306762,0.138457997396691,0,0,0,2,0,0
0.55,-0.00961520650576528,-0.384603435582219,0.00961520650576528,0.384603435582219,0.00384608260230611,0.153841374232888,0,0,0,2,0,0
0.555,-0.0116343609637196,-0.423061147301976,0.0116343609637196,0.423061147301976,0.00465374438548782,0.16922445892079,0,0,0,2,0,0
0.56,-0.0138458062758109,-0.461518217696193,0.0138458062758109,0.461518217696194,0.00553832251032436,0.184607287078478,0,0,0,2,0,0
0.565,-0.0162495312727024,-0.499974460578054,0.0162495312727024,0.499974460578054,0.00649981250908095,0.199989784231222,0,0,0,2,0,0
0.57,-0.0188455345856992,-0.538429853132152,0.0188455345856992,0.538429853132152,0.00753821383427969,0.215371941252861,0,0,0,2,0,0
0.575,-0.0216338129146685,-0.576884340347055,0.0216338129146685,0.576884340347055,0.00865352516586741,0.230753736138822,0,0,0,2,0,0
0.58,-0.0246143626279205,-0.615337861684455,0.0246143626279205,0.615337861684455,0.0098457450511682,0.246135144673782,0,0,0,2,0,0
0.585,-0.0277871791015746,-0.653790350726647,0.0277871791015746,0.653790350726647,0.0111148716406298,0.261516140290659,0,0,0,2,0,0
0.59,-0.031152250057086,-0.692241695696891,0.031152250057086,0.692241695696891,0.0124609000228344,0.276896678278757,0,0,0,2,0,0
0.595,-0.0347095751273799,-0.730691855401919,0.0347095751273799,0.730691855401919,0.013883830050952,0.292276742160768,0,0,0,2,0,0
0.6,-0.0384591494425629,-0.769140761966234,0.0384591494425629,0.769140761966234,0.0153836597770251,0.307656304786494,0,0,0,2,0,0
0.605,-0.0424009681327415,-0.807588347514341,0.0424009681327415,0.807588347514341,0.0169603872530966,0.323035339005737,0,0,0,2,0,0
0.61,-0.046535022446414,-0.846034543753901,0.046535022446414,0.846034543753901,0.0186140089785656,0.33841381750156,0,0,0,2,0,0
0.615,-0.0508612977191312,-0.884479281757593,0.0508612977191312,0.884479281757593,0.0203445190876525,0.353791712703037,0,0,0,2,0,0
0.62,-0.0553797938074126,-0.922922494157484,0.0553797938074126,0.922922494157484,0.022151917522965,0.369168997662994,0,0,0,2,0,0
0.625,-0.060090504381828,-0.961364112921339,0.060090504381828,0.961364112921339,0.0240362017527312,0.384545645168536,0,0,0,2,0,0
0.63,-0.0649934231129476,-0.999804070016926,0.0649934231129476,0.999804070016925,0.0259973692451791,0.39992162800677,0,0,0,2,0,0
0.635,-0.0700885363448906,-1.03824230191493,0.0700885363448906,1.03824230191493,0.0280354145379562,0.415296920765971,0,0,0,2,0,0
0.64,-0.0753758307614218,-1.07667874487727,0.0753758307614219,1.07667874487727,0.0301503323045688,0.430671497950908,0,0,0,2,0,0
0.645,-0.0808553038892012,-1.11511332850173,0.0808553038892012,1.11511332850173,0.0323421215556805,0.446045331400692,0,0,0,2,0,0
0.65,-0.0865269477422057,-1.15354598577423,0.0865269477422057,1.15354598577423,0.0346107790968823,0.461418394309693,0,0,0,2,0,0
0.655,-0.0923907543344125,-1.1919766496807,0.0923907543344125,1.1919766496807,0.036956301733765,0.476790659872281,0,0,0,2,0,0
0.66,-0.0984467053361712,-1.23040525783856,0.0984467053361712,1.23040525783856,0.0393786821344685,0.492162103135424,0,0,0,2,0,0
0.665,-0.104694790466761,-1.26883174426122,0.104694790466761,1.26883174426122,0.0418779161867045,0.507532697704487,0,0,0,2,0,0
0.67,-0.111135003816707,-1.3072560410048,0.111135003816707,1.3072560410048,0.0444540015266827,0.522902416401918,0,0,0,2,0,0
0.675,-0.117767335773342,-1.34567808178357,0.117767335773343,1.34567808178357,0.047106934309337,0.538271232713429,0,0,0,2,0,0
0.68,-0.124591776724004,-1.38409780031182,0.124591776724004,1.38409780031182,0.0498367106896015,0.553639120124728,0,0,0,2,0,0
0.685,-0.131608306686999,-1.42251513060775,0.131608306686999,1.42251513060775,0.0526433226747998,0.569006052243099,0,0,0,2,0,0
0.69,-0.138816916262393,-1.46093000637939,0.138816916262393,1.46093000637939,0.0555267665049574,0.584372002551757,0,0,0,2,0,0
0.695,-0.146217594328049,-1.49934236138528,0.146217594328049,1.49934236138528,0.0584870377312195,0.599736944554111,0,0,0,2,0,0
0.7,-0.153810328208156,-1.53775212942946,0.153810328208156,1.53775212942946,0.0615241312832626,0.615100851771784,0,0,0,2,0,0
0.705,-0.161595104907272,-1.57615924432537,0.161595104907272,1.57615924432537,0.0646380419629089,0.630463697730148,0,0,0,2,0,0
0.71,-0.169571911110318,-1.61456363989581,0.169571911110318,1.61456363989581,0.0678287644441273,0.645825455958323,0,0,0,2,0,0
0.715,-0.177740733182581,-1.65296524997294,0.177740733182581,1.65296524997294,0.0710962932730323,0.661186099989175,0,0,0,2,0,0
0.72,-0.186101557169712,-1.69136400839829,0.186101557169712,1.69136400839829,0.0744406228678849,0.676545603359318,0,0,0,2,0,0
0.725,-0.19465436879773,-1.72975984902278,0.19465436879773,1.72975984902278,0.077861747519092,0.691903939609113,0,0,0,2,0,0
0.73,-0.203399152942652,-1.7681527069062,0.203399152942652,1.7681527069062,0.0813596611770608,0.707261082762482,0,0,0,2,0,0
0.735,-0.212335892577366,-1.80654252069911,0.212335892577366,1.80654252069911,0.0849343570309466,0.722617008279645,0,0,0,2,0,0
0.74,-0.2214645737631,-1.84492922135362,0.221464573763101,1.84492922135362,0.0885858295052403,0.737971688541448,0,0,0,2,0,0
0.745,-0.230785180683732,-1.88331274335429,0.230785180683732,1.88331274335429,0.0923140722734928,0.753325097341718,0,0,0,2,0,0
0.75,-0.240297697182513,-1.92169302124255,0.240297697182513,1.92169302124255,0.0961190788730051,0.768677208497018,0,0,0,2,0,0
0.755,-0.250002106762072,-1.96006998961662,0.250002106762072,1.96006998961662,0.100000842704829,0.784027995846649,0,0,0,2,0,0
0.76,-0.259898392584416,-1.99844358313161,0.259898392584416,1.99844358313161,0.103959357033766,0.799377433252643,0,0,0,2,0,0
0.765,-0.269986537470925,-2.03681373649943,0.269986537470925,2.03681373649943,0.10799461498837,0.814725494599772,0,0,0,2,0,0
0.77,-0.280266523902357,-2.07518038448886,0.280266523902357,2.07518038448886,0.112106609560943,0.830072153795544,0,0,0,2,0,0
0.775,-0.290738334018845,-2.1135434619255,0.290738334018845,2.1135434619255,0.116295333607538,0.8454173847702,0,0,0,2,0,0
0.78,-0.301401951121031,-2.15190289771163,0.301401951121031,2.15190289771163,0.120560780448413,0.860761159084652,0,0,0,2,0,0
0.785,-0.312257357091518,-2.19025862509853,0.312257357091518,2.19025862509853,0.124902942836607,0.876103450039413,0,0,0,2,0,0
0.79,-0.32330453232025,-2.22861058198379,0.32330453232025,2.22861058198379,0.1293218129281,0.891444232793518,0,0,0,2,0,0
0.795,-0.334543457776395,-2.26695870265738,0.334543457776395,2.26695870265738,0.133817383110558,0.906783481062951,0,0,0,2,0,0
0.8,-0.345974114100988,-2.30530292141631,0.345974114100988,2.30530292141631,0.138389645640395,0.922121168566524,0,0,0,2,0,0
0.805,-0.357596481606936,-2.34364317256468,0.357596481606936,2.34364317256468,0.143038592642775,0.937457269025873,0,0,0,2,0,0
0.81,-0.369410540279017,-2.38197939041365,0.369410540279017,2.38197939041365,0.147764216111607,0.952791756165462,0,0,0,2,0,0
0.815,-0.381416269773878,-2.42031150928146,0.381416269773878,2.42031150928146,0.152566507909551,0.968124603712584,0,0,0,2,0,0
0.82,-0.393613649420034,-2.45863946349339,0.393613649420035,2.45863946349339,0.157445459768014,0.983455785397355,0,0,0,2,0,0
0.825,-0.406002658217875,-2.4969631873818,0.406002658217875,2.4969631873818,0.16240106328715,0.99878527495272,0,0,0,2,0,0
0.83,-0.41858327502726,-2.53528261763037,0.41858327502726,2.53528261763037,0.167433310010904,1.01411304705215,0,0,0,2,0,0
0.835,-0.431355478089833,-2.573597687305,0.431355478089833,2.573597687305,0.172542191235933,1.029439074922,0,0,0,2,0,0
0.84,-0.444319245423121,-2.61190833077835,0.444319245423121,2.61190833077835,0.177727698169248,1.04476333231134,0,0,0,2,0,0
0.845,-0.457474554727706,-2.65021448256993,0.457474554727706,2.65021448256993,0.182989821891082,1.06008579302797,0,0,0,2,0,0
0.85,-0.470821383376793,-2.68851607721574,0.470821383376793,2.68851607721574,0.188328553350717,1.0754064308863,0,0,0,2,0,0
0.855,-0.484359708416209,-2.72681304926822,0.484359708416209,2.72681304926822,0.193743883366484,1.09072521970729,0,0,0,2,0,0
0.86,-0.498089506564405,-2.76510533329632,0.498089506564405,2.76510533329632,0.199235802625762,1.10604213331853,0,0,0,2,0,0
0.865,-0.512010754212455,-2.80339286388542,0.512010754212455,2.80339286388542,0.204804301684982,1.12135714555417,0,0,0,2,0,0
0.87,-0.526123427424053,-2.84167557563741,0.526123427424053,2.84167557563741,0.210449370969621,1.13667023025496,0,0,0,2,0,0
0.875,-0.540427502052498,-2.87995340441173,0.540427502052498,2.87995340441173,0.216171000820999,1.15198136176469,0,0,0,2,0,0
0.88,-0.554922953764779,-2.91822628758099,0.554922953764779,2.91822628758099,0.221969181505912,1.1672905150324,0,0,0,2,0,0
0.885,-0.569609757441026,-2.95649415765935,0.569609757441026,2.95649415765935,0.227843902976411,1.18259766306374,0,0,0,2,0,0
0.89,-0.584487887862338,-2.9947569496001,0.584487887862338,2.9947569496001,0.233795155144935,1.19790277984004,0,0,0,2,0,0
0.895,-0.599557319484091,-3.03301459839054,0.599557319484091,3.03301459839054,0.239822927793636,1.21320583935622,0,0,0,2,0,0
0.9,-0.614818026435938,-3.07126703905203,0.614818026435938,3.07126703905203,0.245927210574375,1.22850681562081,0,0,0,2,0,0
0.905,-0.630269982521813,-3.10951420663995,0.630269982521813,3.10951420663995,0.252107993008725,1.24380568265598,0,0,0,2,0,0
0.91,-0.645913161219923,-3.1477560362437,0.645913161219923,3.1477560362437,0.258365264487969,1.25910241449748,0,0,0,2,0,0
0.915,-0.661747535682758,-3.18599246298674,0.661747535682758,3.18599246298674,0.264699014273103,1.2743969851947,0,0,0,2,0,0
0.92,-0.677773078737084,-3.22422342202656,0.677773078737084,3.22422342202656,0.271109231494834,1.28968936881062,0,0,0,2,0,0
0.925,-0.693989762883944,-3.26244884855467,0.693989762883944,3.26244884855467,0.277595905153578,1.30497953942187,0,0,0,2,0,0
0.93,-0.71039756029866,-3.30066867779662,0.71039756029866,3.30066867779662,0.284159024119464,1.32026747111865,0,0,0,2,0,0
0.935,-0.726996442830834,-3.33888284501201,0.726996442830834,3.33888284501201,0.290798577132334,1.3355531380048,0,0,0,2,0,0
0.94,-0.743786382004342,-3.37709128549445,0.743786382004342,3.37709128549445,0.297514552801737,1.35083651419778,0,0,0,2,0,0
0.945,-0.760767349017342,-3.4152939345716,0.760767349017342,3.4152939345716,0.304306939606937,1.36611757382864,0,0,0,2,0,0
0.95,-0.777939314742267,-3.45349072760514,0.777939314742267,3.45349072760514,0.311175725896907,1.38139629104206,0,0,0,2,0,0
0.955,-0.79530224972583,-3.49168159999081,0.79530224972583,3.49168159999081,0.318120899890332,1.39667263999633,0,0,0,2,0,0
0.96,-0.81285612418902,-3.52986648715836,0.81285612418902,3.52986648715836,0.325142449675608,1.41194659486334,0,0,0,2,0,0
0.965,-0.830600908027107,-3.56804532457158,0.830600908027107,3.56804532457158,0.332240363210843,1.42721812982863,0,0,0,2,0,0
0.97,-0.848536570824673,-3.60621804770422,0.848536570824673,3.60621804770422,0.339414628329869,1.44248721908169,0,0,0,2,0,0
0.975,-0.866663082613218,-3.64438459082656,0.866663082613218,3.64438459082656,0.346665233045287,1.45775383633062,0,0,0,2,0,0
0.98,-0.884980411690571,-3.68254489049795,0.884980411690571,3.68254489049795,0.353992164676229,1.47301795619918,0,0,0,2,0,0
0.985,-0.903488526668012,-3.72069888228807,0.903488526668012,3.72069888228807,0.361395410667205,1.48827955291523,0,0,0,2,0,0
0.99,-0.922187395831911,-3.75884650179929,0.922187395831911,3.75884650179929,0.368874958332765,1.50353860071972,0,0,0,2,0,0
0.995,-0.941076987143733,-3.79698768466673,0.941076987143733,3.79698768466673,0.376430794857493,1.51879507386669,0,0,0,2,0,0
1,-0.960157268240034,-3.83512236655826,0.960157268240033,3.83512236655826,0.384062907296014,1.5340489466233,0,0,0,2,0,0
1.005,-0.979428206432462,-3.87325048317445,0.979428206432462,3.87325048317445,0.391771282572985,1.54930019326978,0,0,0,2,0,0
1.01,-0.998889768707758,-3.9113719702486,0.998889768707758,3.9113719702486,0.399555907483103,1.56454878809944,0,0,0,2,0,0
1.015,-1.01854192172776,-3.94948676354677,1.01854192172776,3.94948676354677,0.407416768691102,1.57979470541871,0,0,0,2,0,0
1.02,-1.03838463182938,-3.98759479886772,1.03838463182938,3.98759479886772,0.415353852731752,1.59503791954709,0,0,0,2,0,0
1.025,-1.05841786502465,-4.02569601204296,1.05841786502465,4.02569601204296,0.423367146009859,1.61027840481718,0,0,0,2,0,0
1.03,-1.07864158700067,-4.06379033893671,1.07864158700067,4.06379033893671,0.43145663480027,1.62551613557468,0,0,0,2,0,0
1.035,-1.09905576311966,-4.10187771544594,1.09905576311966,4.10187771544593,0.439622305247863,1.64075108617837,0,0,0,2,0,0
1.04,-1.11966035841889,-4.13995807750034,1.11966035841889,4.13995807750034,0.447864143367557,1.65598323100013,0,0,0,2,0,0
1.045,-1.14045533761077,-4.17803136106232,1.14045533761077,4.17803136106232,0.456182135044307,1.67121254442493,0,0,0,2,0,0
1.05,-1.16144066508276,-4.21609750212705,1.16144066508276,4.21609750212705,0.464576266033105,1.68643900085082,0,0,0,2,0,0
1.055,-1.18261630489745,-4.2541564367224,1.18261630489745,4.2541564367224,0.47304652195898,1.70166257468896,0,0,0,2,0,0
1.06,-1.20398222079249,-4.29220810090899,1.20398222079249,4.29220810090899,0.481592888316998,1.7168832403636,0,0,0,2,0,0
1.065,-1.22553837618065,-4.33025243078015,1.22553837618065,4.33025243078015,0.49021535047226,1.73210097231206,0,0,0,2,0,0
1.07,-1.24728473850053,-4.36828937759537,1.24728473850053,4.36828937759537,0.498913895400213,1.74731575103815,0,0,0,2,0,0
1.075,-1.26922126867855,-4.40631887112536,1.26922126867855,4.40631887112536,0.507688507471419,1.76252754845014,0,0,0,2,0,0
1.08,-1.29134792788728,-4.44434084316,1.29134792788728,4.44434084316,0.516539171154913,1.777736337264,0,0,0,2,0,0
1.085,-1.31366467834483,-4.4823552302887,1.31366467834483,4.4823552302887,0.525465871337934,1.79294209211548,0,0,0,2,0,0
1.09,-1.33617148194805,-4.52036196914629,1.33617148194805,4.52036196914629,0.534468592779219,1.80814478765851,0,0,0,2,0,0
1.095,-1.35886830027252,-4.55836099641301,1.35886830027252,4.55836099641301,0.543547320109006,1.82334439856521,0,0,0,2,0,0
1.1,-1.38175509457257,-4.59635224881458,1.38175509457257,4.59635224881458,0.552702037829027,1.83854089952583,0,0,0,2,0,0
1.105,-1.40483182578128,-4.6343356631221,1.40483182578128,4.6343356631221,0.561932730312511,1.85373426524884,0,0,0,2,0,0
1.11,-1.42809845451047,-4.67231117615213,1.42809845451047,4.67231117615213,0.571239381804186,1.86892447046085,0,0,0,2,0,0
1.115,-1.45155494105069,-4.71027872476665,1.45155494105069,4.71027872476665,0.580621976420278,1.88411148990666,0,0,0,2,0,0
1.12,-1.47520124537127,-4.74823824587307,1.47520124537127,4.74823824587307,0.590080498148509,1.89929529834923,0,0,0,2,0,0
1.125,-1.49903732712025,-4.78618967642424,1.49903732712025,4.78618967642424,0.599614930848098,1.9144758705697,0,0,0,2,0,0
1.13,-1.52306314562441,-4.82413295341844,1.52306314562441,4.82413295341844,0.609225258249765,1.92965318136738,0,0,0,2,0,0
1.135,-1.54727865988931,-4.86206801389935,1.54727865988931,4.86206801389935,0.618911463955723,1.94482720555974,0,0,0,2,0,0
1.14,-1.57168382859921,-4.89999479495613,1.57168382859921,4.89999479495613,0.628673531439685,1.95999791798245,0,0,0,2,0,0
1.145,-1.59627861011715,-4.93791323372333,1.59627861011715,4.93791323372333,0.638511444046861,1.97516529348933,0,0,0,2,0,0
1.15,-1.6210629624849,-4.97582326738096,1.6210629624849,4.97582326738096,0.648425184993959,1.99032930695238,0,0,0,2,0,0
1.155,-1.64603684342296,-5.01372483315443,1.64603684342296,5.01372483315443,0.658414737369184,2.00548993326178,0,0,0,2,0,0
1.16,-1.67120021033059,-5.05161786831461,1.67120021033059,5.05161786831461,0.668480084132235,2.02064714732585,0,0,0,2,0,0
1.165,-1.69655302028579,-5.08950231017779,1.69655302028579,5.08950231017779,0.678621208114317,2.03580092407112,0,0,0,2,0,0
1.17,-1.72209523004531,-5.12737809610567,1.72209523004531,5.12737809610567,0.688838092018125,2.05095123844227,0,0,0,2,0,0
1.175,-1.74782679604463,-5.16524516350542,1.74782679604463,5.16524516350543,0.699130718417853,2.06609806540217,0,0,0,2,0,0
1.18,-1.77374767439798,-5.20310344982961,1.77374767439798,5.20310344982961,0.709499069759193,2.08124137993185,0,0,0,2,0,0
1.185,-1.79985782089834,-5.24095289257626,1.79985782089834,5.24095289257626,0.719943128359337,2.09638115703051,0,0,0,2,0,0
1.19,-1.82615719101743,-5.27879342928879,1.82615719101743,5.27879342928879,0.73046287640697,2.11151737171552,0,0,0,2,0,0
1.195,-1.85264575290316,-5.31662501420203,1.85264575290316,5.31662501420203,0.741058301161264,2.12665000568081,0,0,0,2,0,0
1.2,-1.87932345153447,-5.35444757233493,1.87932345153447,5.35444757233494,0.751729380613786,2.14177902893398,0,0,0,2,0,0
1.205,-1.90619024062436,-5.39226104034919,1.90619024062436,5.39226104034919,0.762476096249746,2.15690441613968,0,0,0,2,0,0
1.21,-1.93324607451989,-5.4300653561753,1.93324607451989,5.4300653561753,0.773298429807956,2.17202614247012,0,0,0,2,0,0
1.215,-1.96049090725134,-5.46786045779499,1.96049090725134,5.46786045779499,0.784196362900535,2.187144183118,0,0,0,2,0,0
1.22,-1.98792469253226,-5.50564628324121,1.98792469253226,5.50564628324121,0.795169877012902,2.20225851329648,0,0,0,2,0,0
1.225,-2.01554738375947,-5.54342277059811,2.01554738375947,5.54342277059811,0.806218953503787,2.21736910823924,0,0,0,2,0,0
1.23,-2.04335893401305,-5.58118985800108,2.04335893401305,5.58118985800108,0.817343573605219,2.23247594320043,0,0,0,2,0,0
1.235,-2.07135929605633,-5.6189474836367,2.07135929605633,5.6189474836367,0.828543718422532,2.24757899345468,0,0,0,2,0,0
1.24,-2.09954842233591,-5.65669558574277,2.09954842233591,5.65669558574277,0.839819368934366,2.26267823429711,0,0,0,2,0,0
1.245,-2.12792626498166,-5.69443410260832,2.12792626498166,5.69443410260832,0.851170505992663,2.27777364104333,0,0,0,2,0,0
1.25,-2.15649277580668,-5.73216297257359,2.15649277580668,5.73216297257359,0.862597110322671,2.29286518902944,0,0,0,2,0,0
1.255,-2.18524790630736,-5.76988213403003,2.18524790630736,5.76988213403003,0.874099162522944,2.30795285361201,0,0,0,2,0,0
1.26,-2.21419160766334,-5.8075915254203,2.21419160766334,5.8075915254203,0.885676643065335,2.32303661016812,0,0,0,2,0,0
1.265,-2.24332383073752,-5.84529108523829,2.24332383073751,5.84529108523829,0.897329532295006,2.33811643409532,0,0,0,2,0,0
1.27,-2.27264452607605,-5.88298075202909,2.27264452607605,5.88298075202909,0.909057810430422,2.35319230081164,0,0,0,2,0,0
1.275,-2.30215364390838,-5.92066046438904,2.30215364390838,5.92066046438904,0.920861457563351,2.36826418575562,0,0,0,2,0,0
1.28,-2.33185113414717,-5.95833016096564,2.33185113414717,5.95833016096564,0.932740453658867,2.38333206438626,0,0,0,2,0,0
1.285,-2.36173694638837,-5.99598978045765,2.36173694638837,5.99598978045765,0.944694778555347,2.39839591218306,0,0,0,2,0,0
1.29,-2.39181102991118,-6.03363926161503,2.39181102991118,6.03363926161503,0.956724411964472,2.41345570464601,0,0,0,2,0,0
1.295,-2.42207333367807,-6.07127854323896,2.42207333367807,6.07127854323896,0.968829333471228,2.42851141729559,0,0,0,2,0,0
1.3,-2.45252380633477,-6.10890756418183,2.45252380633477,6.10890756418183,0.981009522533909,2.44356302567273,0,0,0,2,0,0
1.305,-2.48316239621026,-6.14652626334723,2.48316239621026,6.14652626334723,0.993264958484104,2.45861050533889,0,0,0,2,0,0
1.31,-2.51398905131679,-6.18413457969002,2.51398905131679,6.18413457969002,1.00559562052672,2.47365383187601,0,0,0,2,0,0
1.315,-2.54500372185017,-6.22173245592121,2.54500372185017,6.22173245592121,1.01800148874007,2.48869298236849,0,0,0,2,0,0
1.32,-2.57620637468666,-6.25931985998993,2.57620637468666,6.25931985998993,1.03048254987466,2.50372794399597,0,0,0,2,0,0
